count,source_column,raw_value,normalized_value,destination,category,confidence,note
9,Host Disease,Coldwater disease,coldwater disease,Host_Health_State_SD,diseased,medium,health state
9,Environment (Local Scale),marine water body,marine water body,Environment_Medium_SD,seawater,high,water type
9,Environment (Local Scale),sediment [ENVO:00002007],sediment envo 00002007,Environment_Medium_SD,sediment,high,environmental medium
9,Environment (Local Scale),surface seawater near Chesterfield Inlet,surface seawater near chesterfield inlet,Environment_Medium_SD,seawater,high,water type
9,Host Disease,Lyme Disease,lyme disease,Host_Health_State_SD,diseased,medium,health state
9,Environment (Local Scale),wastewater treatment plant,wastewater treatment plant,Environment_Medium_SD,wastewater,high,environmental medium
8,Isolation Source,pig fecal,pig fecal,Sample_Type_SD,feces/stool,high,fecal material
8,Isolation Source,dairy cow feces (Bos taurus),dairy cow feces,Sample_Type_SD,feces/stool,high,fecal material
8,Isolation Source,Dairy cow feces,dairy cow feces,Sample_Type_SD,feces/stool,high,fecal material
8,Isolation Source,Pooled soil sample collected from floor of sheep farm,pooled soil sample collected from floor of sheep farm,Environment_Medium_SD,soil,high,environmental medium
8,Isolation Source,Feces of Homo sapiens (GER),feces of homo sapiens,Sample_Type_SD,feces/stool,high,fecal material
8,Isolation Source,Chicken Faeces,chicken faeces,Sample_Type_SD,feces/stool,high,fecal material
8,Isolation Source,Stool from healthy human,stool from healthy human,Sample_Type_SD,feces/stool,high,fecal material
8,Isolation Source,Diseased pig,diseased pig,Host_Health_State_SD,diseased,medium,health state
8,Isolation Source,Sputum from patient,sputum from patient,Sample_Type_SD,sputum,high,respiratory material
8,Isolation Source,fecal sample from diarrhoea affected cattle A,fecal sample from diarrhoea affected cattle a,Sample_Type_SD,feces/stool,high,fecal material
8,Isolation Source,stool from MSM patient,stool from msm patient,Sample_Type_SD,feces/stool,high,fecal material
8,Environment (Local Scale),rhizosphere soil,rhizosphere soil,Environment_Medium_SD,soil,high,environmental medium
8,Environment (Local Scale),marine sediment [ENVO:03000033],marine sediment envo 03000033,Environment_Medium_SD,sediment,high,environmental medium
8,Sample Type,wastewater,wastewater,Environment_Medium_SD,wastewater,high,environmental medium
8,Environment (Local Scale),Sandy desert soil,sandy desert soil,Environment_Medium_SD,soil,high,environmental medium
8,Host Disease,Pulmonary disease,pulmonary disease,Host_Health_State_SD,diseased,medium,health state
8,Environment Medium,NASAL SWAB,nasal swab,Sample_Type_SD,nasal swab,high,upper respiratory swab
8,Isolation Source,Duodenal mucosa of Celiac disease patient,duodenal mucosa of celiac disease patient,Host_Health_State_SD,diseased,medium,health state
8,Environment Medium,faeces,feces,Sample_Type_SD,feces/stool,high,fecal material
8,Environment (Local Scale),"arid soil, plant roots",arid soil plant roots,Environment_Medium_SD,soil,high,environmental medium
8,Environment (Local Scale),fire blight diseased leaf,fire blight diseased leaf,Host_Health_State_SD,diseased,medium,health state
7,Isolation Source,Chicken Feces,chicken feces,Sample_Type_SD,feces/stool,high,fecal material
7,Isolation Source,"Human, Urine",human urine,Sample_Type_SD,urine,high,clinical material
7,Isolation Source,Feces of Homo sapiens (DK),feces of homo sapiens,Sample_Type_SD,feces/stool,high,fecal material
7,Isolation Source,healthy cow feces,healthy cow feces,Sample_Type_SD,feces/stool,high,fecal material
7,Isolation Source,Sheep faeces,sheep faeces,Sample_Type_SD,feces/stool,high,fecal material
7,Isolation Source,Chicken fecal,chicken fecal,Sample_Type_SD,feces/stool,high,fecal material
7,Isolation Source,"human, feces",human feces,Sample_Type_SD,feces/stool,high,fecal material
7,Isolation Source,Human-Blood,human blood,Sample_Type_SD,blood,high,clinical material
7,Isolation Source,Sheep/Soil,sheep soil,Environment_Medium_SD,soil,high,environmental medium
7,Host Disease,urine,urine,Sample_Type_SD,urine,high,clinical material
7,Host Disease,Urine Colonization,urine colonization,Sample_Type_SD,urine,high,clinical material
7,Environment (Local Scale),environment associated with a plant part or small plant [ENVO:01001057]|rhizosphere environment [ENVO:01000999]|soil environment [ENVO:01001044],environment associated with a plant part or small plant envo 01001057 rhizosphere environment envo 01000999 soil environment envo 01001044,Environment_Medium_SD,soil,high,environmental medium
7,Host Disease,foodborne disease,foodborne disease,Host_Health_State_SD,diseased,medium,health state
7,Isolation Source,Sputum of Homo sapiens,sputum of homo sapiens,Sample_Type_SD,sputum,high,respiratory material
7,Environment (Broad Scale),sputum,sputum,Sample_Type_SD,sputum,high,respiratory material
7,Host Disease,NTM disease,ntm disease,Host_Health_State_SD,diseased,medium,health state
7,Host Disease,Peptic ulcer disease,peptic ulcer disease,Host_Health_State_SD,diseased,medium,health state
7,Environment Medium,"SWAB, NASOPHARYNGEAL",swab nasopharyngeal,Sample_Type_SD,nasopharyngeal swab,high,upper respiratory swab
7,Environment (Local Scale),Biofilm,biofilm,Environment_Medium_SD,biofilm,high,environmental medium
7,Isolation Site,Marine sediment,marine sediment,Environment_Medium_SD,sediment,high,environmental medium
7,Host Disease,crown gall disease,crown gall disease,Host_Health_State_SD,diseased,medium,health state
7,Environment (Local Scale),surface soil 5-20 cm,surface soil 5 20 cm,Environment_Medium_SD,soil,high,environmental medium
7,Environment (Local Scale),biological soil crust,biological soil crust,Environment_Medium_SD,soil,high,environmental medium
7,Environment (Local Scale),Marine sediment,marine sediment,Environment_Medium_SD,sediment,high,environmental medium
7,Environment (Local Scale),sub sea sediment,sub sea sediment,Environment_Medium_SD,sediment,high,environmental medium
7,Environment (Local Scale),Paddy rhizospheric soil,paddy rhizospheric soil,Environment_Medium_SD,soil,high,environmental medium
7,Environment (Local Scale),Wall biofilm,wall biofilm,Environment_Medium_SD,biofilm,high,environmental medium
7,Environment (Local Scale),contaminated air [ENVO:01000676],contaminated air envo 01000676,Environment_Medium_SD,air,high,environmental medium
7,Environment (Local Scale),bottom seawater near Arviat,bottom seawater near arviat,Environment_Medium_SD,seawater,high,water type
7,Environment (Local Scale),Soil [ENVO:00001998],soil envo 00001998,Environment_Medium_SD,soil,high,environmental medium
7,Environment (Local Scale),sea water | surface water,sea water surface water,Environment_Medium_SD,seawater,high,water type
7,Environment (Local Scale),wastewater treatment plant [ENVO:00002043],wastewater treatment plant envo 00002043,Environment_Medium_SD,wastewater,high,environmental medium
6,Isolation Source,Feces of Homo sapiens (DRC),feces of homo sapiens,Sample_Type_SD,feces/stool,high,fecal material
6,Isolation Source,Feces of Homo sapiens (CIV),feces of homo sapiens,Sample_Type_SD,feces/stool,high,fecal material
6,Isolation Source,feces chicken house,feces chicken house,Sample_Type_SD,feces/stool,high,fecal material
6,Isolation Source,poultry house fecal,poultry house fecal,Sample_Type_SD,feces/stool,high,fecal material
6,Isolation Source,cow manure scat soil,cow manure scat soil,Environment_Medium_SD,soil,high,environmental medium
6,Isolation Source,stool sample from patient with hemolytic uremic syndrome (HUS),stool sample from patient with hemolytic uremic syndrome,Sample_Type_SD,feces/stool,high,fecal material
6,Isolation Source,Poultry feces,poultry feces,Sample_Type_SD,feces/stool,high,fecal material
6,Isolation Source,patient sputum,patient sputum,Sample_Type_SD,sputum,high,respiratory material
6,Isolation Source,a feces sample of chicken origin,a feces sample of chicken origin,Sample_Type_SD,feces/stool,high,fecal material
6,Isolation Site,rectal swab,rectal swab,Sample_Type_SD,rectal swab,high,swab material
6,Host Disease,Hospital infection,hospital infection,Isolation_Source_SD,healthcare facility,high,healthcare-associated location
6,Host Disease,Surveillance,surveillance,Sample_Type_SD,surveillance sample,medium,screening/surveillance descriptor
6,Isolation Site,soil,soil,Environment_Medium_SD,soil,high,environmental medium
6,Environment (Local Scale),soil zone,soil zone,Environment_Medium_SD,soil,high,environmental medium
6,Environment (Local Scale),garden soil [ENVO:00002263],garden soil envo 00002263,Environment_Medium_SD,soil,high,environmental medium
6,Environment (Local Scale),leafy wood soil [ENVO:00005783],leafy wood soil envo 00005783,Environment_Medium_SD,soil,high,environmental medium
6,Host Disease,Johne's disease,johne s disease,Host_Health_State_SD,diseased,medium,health state
6,Host Disease,peptic ulcer disease,peptic ulcer disease,Host_Health_State_SD,diseased,medium,health state
6,Host Disease,Enteric disease,enteric disease,Host_Health_State_SD,diseased,medium,health state
6,Host Disease,"veterinary clinical/research, other animal",veterinary clinical research other animal,Sample_Type_SD,metadata descriptor/non-source,high,metadata/admin descriptor
6,Environment Medium,Treponeme-associated hoof disease lesion,treponeme associated hoof disease lesion,Host_Health_State_SD,diseased,medium,health state
6,Environment (Local Scale),sandy loam soil,sandy loam soil,Environment_Medium_SD,soil,high,environmental medium
6,Environment (Local Scale),Inland soil,inland soil,Environment_Medium_SD,soil,high,environmental medium
6,Isolation Site,Sea water,seawater,Environment_Medium_SD,seawater,high,water type
6,Environment (Local Scale),non-saline sediment environment [ENVO_01001049],non saline sediment environment envo 01001049,Environment_Medium_SD,sediment,high,environmental medium
6,Isolation Site,seawater,seawater,Environment_Medium_SD,seawater,high,water type
6,Environment (Local Scale),sewage [ENVO:00002000],sewage envo 00002000,Environment_Medium_SD,sewage,high,environmental medium
6,Environment (Local Scale),deep-sea sediment,deep sea sediment,Environment_Medium_SD,sediment,high,environmental medium
6,Host Disease,Borrelia miyamotoi disease (Hard Tick-Borne Relapsing Fever),borrelia miyamotoi disease,Host_Health_State_SD,diseased,medium,health state
6,Isolation Source,cattle blood,cattle blood,Sample_Type_SD,blood,high,clinical material
6,Isolation Site,Seawater,seawater,Environment_Medium_SD,seawater,high,water type
6,Environment (Local Scale),terrestrial mud volcano sediment,terrestrial mud volcano sediment,Environment_Medium_SD,sediment,high,environmental medium
5,Isolation Source,"Animal, pig feces",animal pig feces,Sample_Type_SD,feces/stool,high,fecal material
5,Isolation Source,stool (fecal) sample from septic human participant,stool sample from septic human participant,Sample_Type_SD,feces/stool,high,fecal material
5,Isolation Source,soil from poultry environment,soil from poultry environment,Environment_Medium_SD,soil,high,environmental medium
5,Isolation Source,"Human, stool",human stool,Sample_Type_SD,feces/stool,high,fecal material
5,Isolation Source,"Turkey hen, feces",turkey hen feces,Sample_Type_SD,feces/stool,high,fecal material
5,Isolation Source,healthy cattle faeces,healthy cattle faeces,Sample_Type_SD,feces/stool,high,fecal material
5,Isolation Source,Patient blood,patient blood,Sample_Type_SD,blood,high,clinical material
5,Isolation Source,feces chicken house middle,feces chicken house middle,Sample_Type_SD,feces/stool,high,fecal material
5,Isolation Source,feces chicken house back,feces chicken house back,Sample_Type_SD,feces/stool,high,fecal material
5,Isolation Source,stool sample from patient,stool sample from patient,Sample_Type_SD,feces/stool,high,fecal material
5,Isolation Source,fecal sample of diarrhea patient,fecal sample of diarrhea patient,Sample_Type_SD,feces/stool,high,fecal material
5,Isolation Source,sputum of cystic fibrosis patient,sputum of cystic fibrosis patient,Sample_Type_SD,sputum,high,respiratory material
5,Environment (Local Scale),sewage influx,sewage influx,Environment_Medium_SD,sewage,high,environmental medium
5,Host Disease,Chronic Obstructive Pulmonary Disease,chronic obstructive pulmonary disease,Host_Health_State_SD,diseased,medium,health state
5,Host Disease,Urine Infection,urine infection,Sample_Type_SD,urine,high,clinical material
5,Environment (Local Scale),Garden soil,garden soil,Environment_Medium_SD,soil,high,environmental medium
5,Environment (Local Scale),deep sea sediment,deep sea sediment,Environment_Medium_SD,sediment,high,environmental medium
5,Environment (Local Scale),field soil,field soil,Environment_Medium_SD,soil,high,environmental medium
5,Environment (Local Scale),Petroleum contaminated soil,petroleum contaminated soil,Environment_Medium_SD,soil,high,environmental medium
5,Sample Type,Wastewater,wastewater,Environment_Medium_SD,wastewater,high,environmental medium
5,Environment Medium,Pond,pond,Environment_Medium_SD,pond water,high,water type
5,Isolation Site,Mediterranean Grassland Soil,mediterranean grassland soil,Environment_Medium_SD,soil,high,environmental medium
5,Host Disease,TB-like disease,tb like disease,Host_Health_State_SD,diseased,medium,health state
5,Host Disease,Legionnaire's disease,legionnaire s disease,Host_Health_State_SD,diseased,medium,health state
5,Isolation Source,blood sample of melioidosis patient,blood sample of melioidosis patient,Sample_Type_SD,blood,high,clinical material
5,Host Disease,catheter-related blood stream infection,catheter related blood stream infection,Sample_Type_SD,blood,high,clinical material
5,Host Disease,veterinary clinical/research| other animal,veterinary clinical research other animal,Sample_Type_SD,metadata descriptor/non-source,high,metadata/admin descriptor
5,Environment (Local Scale),Rhizosphere soil,rhizosphere soil,Environment_Medium_SD,soil,high,environmental medium
5,Environment (Local Scale),Sea water,seawater,Environment_Medium_SD,seawater,high,water type
5,Environment Medium,Swine stool,swine stool,Sample_Type_SD,feces/stool,high,fecal material
5,Environment (Local Scale),Sea Water,seawater,Environment_Medium_SD,seawater,high,water type
5,Environment (Local Scale),Non-rhizosphere soil,non rhizosphere soil,Environment_Medium_SD,soil,high,environmental medium
5,Isolation Site,Activated sludge,activated sludge,Environment_Medium_SD,sludge,high,environmental medium
5,Host Disease,Gastrointestinal system disease,gastrointestinal system disease,Host_Health_State_SD,diseased,medium,health state
5,Environment (Local Scale),top soil,top soil,Environment_Medium_SD,soil,high,environmental medium
5,Environment (Local Scale),diseased plant,diseased plant,Host_Health_State_SD,diseased,medium,health state
5,Host Disease,Carrion’s disease,carrion s disease,Host_Health_State_SD,diseased,medium,health state
5,Isolation Source,lungs of sick pig,lungs of sick pig,Host_Health_State_SD,diseased,medium,health state
5,Environment (Local Scale),ENVO:00002045 anaerobic sediment,envo 00002045 anaerobic sediment,Environment_Medium_SD,sediment,high,environmental medium
5,Environment (Local Scale),Selenium rich soil,selenium rich soil,Environment_Medium_SD,soil,high,environmental medium
5,Environment (Local Scale),desert soil,desert soil,Environment_Medium_SD,soil,high,environmental medium
5,Environment (Local Scale),sea water fish tank,sea water fish tank,Environment_Medium_SD,seawater,high,water type
5,Sample Type,saline lake,saline lake,Environment_Medium_SD,lake water,high,water type
4,Isolation Source,feces inside chicken tractor,feces inside chicken tractor,Sample_Type_SD,feces/stool,high,fecal material
4,Isolation Source,Human Faeces,human faeces,Sample_Type_SD,feces/stool,high,fecal material
4,Isolation Source,patient stool,patient stool,Sample_Type_SD,feces/stool,high,fecal material
4,Isolation Source,wastewater cattle,wastewater cattle,Environment_Medium_SD,wastewater,high,environmental medium
4,Isolation Source,Patient Urine,patient urine,Sample_Type_SD,urine,high,clinical material
4,Isolation Source,feces turkey,feces turkey,Sample_Type_SD,feces/stool,high,fecal material
4,Isolation Source,feces chicken house front,feces chicken house front,Sample_Type_SD,feces/stool,high,fecal material
4,Isolation Source,human stool sample,human stool sample,Sample_Type_SD,feces/stool,high,fecal material
4,Isolation Source,clinically diseased pig,clinically diseased pig,Host_Health_State_SD,diseased,medium,health state
4,Isolation Source,Sheep feces,sheep feces,Sample_Type_SD,feces/stool,high,fecal material
4,Isolation Source,sputum sample from patient,sputum sample from patient,Sample_Type_SD,sputum,high,respiratory material
4,Isolation Source,blood culture from bacteremic patient,blood culture from bacteremic patient,Sample_Type_SD,blood,high,clinical material
4,Isolation Source,Sputum from a patient,sputum from a patient,Sample_Type_SD,sputum,high,respiratory material
4,Isolation Source,sputum from COVID-19 patient,sputum from covid 19 patient,Sample_Type_SD,sputum,high,respiratory material
4,Isolation Source,Urine from patient,urine from patient,Sample_Type_SD,urine,high,clinical material
4,Isolation Source,sputum of adult bronchiectasis patient,sputum of adult bronchiectasis patient,Sample_Type_SD,sputum,high,respiratory material
4,Isolation Source,Pig (nursery) - fecal,pig fecal,Sample_Type_SD,feces/stool,high,fecal material
4,Isolation Source,Healthy human,healthy human,Host_Health_State_SD,healthy/no disease reported,medium,health state
4,Environment (Local Scale),meadow soil [ENVO:00005761],meadow soil envo 00005761,Environment_Medium_SD,soil,high,environmental medium
4,Host Disease,"Pulmonary Disease, Chronic Obstructive",pulmonary disease chronic obstructive,Host_Health_State_SD,diseased,medium,health state
4,Host Disease,disease carrier,disease carrier,Host_Health_State_SD,diseased,medium,health state
4,Environment (Local Scale),soil [ENVO_00001998],soil envo 00001998,Environment_Medium_SD,soil,high,environmental medium
4,Environment (Local Scale),Soil beneath apple trees growing in garden with animals,soil beneath apple trees growing in garden with animals,Environment_Medium_SD,soil,high,environmental medium
4,Environment (Local Scale),plant rhizosphere,plant rhizosphere,Environment_Medium_SD,soil,high,environmental medium
4,Environment (Local Scale),mercury contaminated soil,mercury contaminated soil,Environment_Medium_SD,soil,high,environmental medium
4,Host Disease,Stool colonization,stool colonization,Sample_Type_SD,feces/stool,high,fecal material
4,Sample Type,MIGS/MIMS/MIMARKS.soil,migs mims mimarks.soil,Environment_Medium_SD,soil,high,environmental medium
4,Environment (Local Scale),Deep sediment,deep sediment,Environment_Medium_SD,sediment,high,environmental medium
4,Environment (Local Scale),subtidal zone biofilm,subtidal zone biofilm,Environment_Medium_SD,biofilm,high,environmental medium
4,Environment Medium,Bronchoalveolar Lavage Fluid,bronchoalveolar lavage fluid,Sample_Type_SD,bronchoalveolar lavage fluid,high,respiratory material
4,Isolation Source,Fecal samples from slaughtered sheep,fecal samples from slaughtered sheep,Sample_Type_SD,feces/stool,high,fecal material
4,Sample Type,Total RNA control,total rna control,Host_Health_State_SD,healthy/no disease reported,medium,health state
4,Host Disease,Redmouth disease,redmouth disease,Host_Health_State_SD,diseased,medium,health state
4,Host Disease,malignant disease,malignant disease,Host_Health_State_SD,diseased,medium,health state
4,Isolation Site,diseased cotton,diseased cotton,Host_Health_State_SD,diseased,medium,health state
4,Host Disease,alzheimer disease,alzheimer disease,Host_Health_State_SD,diseased,medium,health state
4,Environment (Local Scale),Soil biome,soil biome,Environment_Medium_SD,soil,high,environmental medium
4,Isolation Source,sputum sample from a patient with lung infection,sputum sample from a patient with lung infection,Sample_Type_SD,sputum,high,respiratory material
4,Isolation Site,Soil of a ginseng field,soil of a ginseng field,Environment_Medium_SD,soil,high,environmental medium
4,Environment (Local Scale),sludge [ENVO:00003043],sludge envo 00003043,Environment_Medium_SD,sludge,high,environmental medium
4,Host Disease,Moko disease,moko disease,Host_Health_State_SD,diseased,medium,health state
4,Environment (Broad Scale),"patient,sputum",patient sputum,Sample_Type_SD,sputum,high,respiratory material
4,Host Disease,biliary tract disease,biliary tract disease,Host_Health_State_SD,diseased,medium,health state
4,Environment (Local Scale),surface seawater near Arviat,surface seawater near arviat,Environment_Medium_SD,seawater,high,water type
4,Environment (Local Scale),SOIL,soil,Environment_Medium_SD,soil,high,environmental medium
4,Host Disease,Cat Scratch Disease,cat scratch disease,Host_Health_State_SD,diseased,medium,health state
4,Environment (Local Scale),sandy soil,sandy soil,Environment_Medium_SD,soil,high,environmental medium
4,Environment (Local Scale),Mariana Trench sediment,mariana trench sediment,Environment_Medium_SD,sediment,high,environmental medium
4,Environment (Local Scale),Excretion of urine,excretion of urine,Sample_Type_SD,urine,high,clinical material
4,Environment (Local Scale),Surficial sediment,surficial sediment,Environment_Medium_SD,sediment,high,environmental medium
4,Isolation Source,"blood of patient with fever after tick-bite innoculated in SCID mouse, and isolated in MKP-F culture",blood of patient with fever after tick bite innoculated in scid mouse and isolated in mkp f culture,Sample_Type_SD,blood,high,clinical material
4,Isolation Site,Coastal seawater,coastal seawater,Environment_Medium_SD,seawater,high,water type
4,Environment (Local Scale),Freshwater sediment,freshwater sediment,Environment_Medium_SD,sediment,high,environmental medium
4,Environment (Local Scale),plateau soil,plateau soil,Environment_Medium_SD,soil,high,environmental medium
4,Environment (Local Scale),Marine sea water,marine sea water,Environment_Medium_SD,seawater,high,water type
4,Environment (Local Scale),Waste Water [ENVO:00002001],waste water envo 00002001,Environment_Medium_SD,wastewater,high,environmental medium
4,Sample Type,biofilm,biofilm,Environment_Medium_SD,biofilm,high,environmental medium
3,Isolation Source,sheep shelter feces,sheep shelter feces,Sample_Type_SD,feces/stool,high,fecal material
3,Isolation Source,cow stool,cow stool,Sample_Type_SD,feces/stool,high,fecal material
3,Isolation Source,Human-Stool,human stool,Sample_Type_SD,feces/stool,high,fecal material
3,Isolation Source,cow feces (Bos taurus),cow feces,Sample_Type_SD,feces/stool,high,fecal material
3,Isolation Source,feces swine,feces swine,Sample_Type_SD,feces/stool,high,fecal material
3,Isolation Source,Clinically healthy swine,clinically healthy swine,Host_Health_State_SD,healthy/no disease reported,medium,health state
3,Isolation Source,Human urine sample,human urine sample,Sample_Type_SD,urine,high,clinical material
3,Isolation Source,feces from diarrhea of infected patient,feces from diarrhea of infected patient,Sample_Type_SD,feces/stool,high,fecal material
3,Isolation Source,Faeces - Cattle - Local livestock market,faeces cattle local livestock market,Sample_Type_SD,feces/stool,high,fecal material
3,Isolation Source,human fecal,human fecal,Sample_Type_SD,feces/stool,high,fecal material
3,Isolation Source,cattle manure with soil,cattle manure with soil,Environment_Medium_SD,soil,high,environmental medium
3,Isolation Source,Patient Sputum,patient sputum,Sample_Type_SD,sputum,high,respiratory material
3,Isolation Source,Urine sample from patient with Septicemia,urine sample from patient with septicemia,Sample_Type_SD,urine,high,clinical material
3,Isolation Source,feces sheep,feces sheep,Sample_Type_SD,feces/stool,high,fecal material
3,Isolation Source,turkey feces,turkey feces,Sample_Type_SD,feces/stool,high,fecal material
3,Isolation Source,patient blood culture,patient blood culture,Sample_Type_SD,blood,high,clinical material
3,Isolation Source,blood sample from patient with septicemia,blood sample from patient with septicemia,Sample_Type_SD,blood,high,clinical material
3,Isolation Source,Diarrheal patient stool,diarrheal patient stool,Sample_Type_SD,feces/stool,high,fecal material
3,Isolation Source,stool sample from Guillain-Barre syndrome patient,stool sample from guillain barre syndrome patient,Sample_Type_SD,feces/stool,high,fecal material
3,Isolation Source,chicken fecal material,chicken fecal material,Sample_Type_SD,feces/stool,high,fecal material
3,Isolation Source,blood from hepatitis patient,blood from hepatitis patient,Sample_Type_SD,blood,high,clinical material
3,Isolation Source,sputum from a cystic fibrosis patient,sputum from a cystic fibrosis patient,Sample_Type_SD,sputum,high,respiratory material
3,Isolation Source,blood from patient with pneumonia,blood from patient with pneumonia,Sample_Type_SD,blood,high,clinical material
3,Isolation Source,Blood from patient,blood from patient,Sample_Type_SD,blood,high,clinical material
3,Isolation Source,Blood from patient with systemic infection,blood from patient with systemic infection,Sample_Type_SD,blood,high,clinical material
3,Isolation Source,blood sample from patient with septicaemia,blood sample from patient with septicaemia,Sample_Type_SD,blood,high,clinical material
3,Isolation Source,"patient, stool",patient stool,Sample_Type_SD,feces/stool,high,fecal material
3,Isolation Source,Feces of patient with diarrhea,feces of patient with diarrhea,Sample_Type_SD,feces/stool,high,fecal material
3,Isolation Source,feces from hospitalized patient,feces from hospitalized patient,Sample_Type_SD,feces/stool,high,fecal material
3,Environment (Local Scale),Wastewater treatment plant influents,wastewater treatment plant influents,Environment_Medium_SD,wastewater,high,environmental medium
3,Environment (Local Scale),rectal swab,rectal swab,Sample_Type_SD,rectal swab,high,swab material
3,Host Disease,sputum,sputum,Sample_Type_SD,sputum,high,respiratory material
3,Host Disease,No disease,no disease,Host_Health_State_SD,diseased,medium,health state
3,Environment (Local Scale),sediment [ENVO_00002007],sediment envo 00002007,Environment_Medium_SD,sediment,high,environmental medium
3,Environment (Local Scale),Heavy metal contaminated soil,heavy metal contaminated soil,Environment_Medium_SD,soil,high,environmental medium
3,Environment (Local Scale),garden soil,garden soil,Environment_Medium_SD,soil,high,environmental medium
3,Host Disease,"fish, other animal",fish other animal,Sample_Type_SD,metadata descriptor/non-source,high,metadata/admin descriptor
3,Host Disease,Liver disease,liver disease,Host_Health_State_SD,diseased,medium,health state
3,Environment (Broad Scale),Biofilm,biofilm,Environment_Medium_SD,biofilm,high,environmental medium
3,Environment (Local Scale),desert surface [ENVO:01001020]|subsurface soil [ENVO:00005791],desert surface envo 01001020 subsurface soil envo 00005791,Environment_Medium_SD,soil,high,environmental medium
3,Environment (Local Scale),Air,air,Environment_Medium_SD,air,high,environmental medium
3,Isolation Source,cattle fecal sample,cattle fecal sample,Sample_Type_SD,feces/stool,high,fecal material
3,Host Disease,other aquatic animals,other aquatic animals,Sample_Type_SD,metadata descriptor/non-source,high,metadata/admin descriptor
3,Host Disease,Meningococcal disease,meningococcal disease,Host_Health_State_SD,diseased,medium,health state
3,Host Disease,Respiratory Tract Disease,respiratory tract disease,Host_Health_State_SD,diseased,medium,health state
3,Isolation Source,Feces of healthy 3-month-old male infants,feces of healthy 3 month old male infants,Sample_Type_SD,feces/stool,high,fecal material
3,Isolation Site,Sewage,sewage,Environment_Medium_SD,sewage,high,environmental medium
3,Isolation Source,Sputum from cystic fibrosis patient,sputum from cystic fibrosis patient,Sample_Type_SD,sputum,high,respiratory material
3,Isolation Source,blood from Melioidosis patient,blood from melioidosis patient,Sample_Type_SD,blood,high,clinical material
3,Host Disease,blood,blood,Sample_Type_SD,blood,high,clinical material
3,Isolation Source,adult patient with underlying chronic lung disease,adult patient with underlying chronic lung disease,Host_Health_State_SD,diseased,medium,health state
3,Host Disease,Screening,screening,Sample_Type_SD,surveillance sample,medium,screening/surveillance descriptor
3,Host Disease,other (confectionery),other,Sample_Type_SD,metadata descriptor/non-source,high,metadata/admin descriptor
3,Environment Medium,catheterized bladder urine,catheterized bladder urine,Sample_Type_SD,urine,high,clinical material
3,Environment (Local Scale),catheterized urine,catheterized urine,Sample_Type_SD,urine,high,clinical material
3,Environment (Local Scale),Quality control table,quality control table,Host_Health_State_SD,healthy/no disease reported,medium,health state
3,Host Disease,Moyamoya disease,moyamoya disease,Host_Health_State_SD,diseased,medium,health state
3,Host Disease,Hemiplegia due to cerebrovascular disease,hemiplegia due to cerebrovascular disease,Host_Health_State_SD,diseased,medium,health state
3,Environment Medium,Nasal swab,nasal swab,Sample_Type_SD,nasal swab,high,upper respiratory swab
3,Environment (Local Scale),Hydrothermal vents sediment,hydrothermal vents sediment,Environment_Medium_SD,sediment,high,environmental medium
3,Isolation Source,sputum sample from patient with lung infection,sputum sample from patient with lung infection,Sample_Type_SD,sputum,high,respiratory material
3,Environment (Local Scale),field [ENVO:01000352] | upland soil [ENVO:000005786],field envo 01000352 upland soil envo 000005786,Environment_Medium_SD,soil,high,environmental medium
3,Environment (Local Scale),8 km downstream of Halberstadt wastewater treatment plant,8 km downstream of halberstadt wastewater treatment plant,Environment_Medium_SD,wastewater,high,environmental medium
3,Environment (Local Scale),Sewage treatment plant,sewage treatment plant,Environment_Medium_SD,sewage,high,environmental medium
3,Environment (Local Scale),"permafrost, ancient, soil northeast siberian, kolyma",permafrost ancient soil northeast siberian kolyma,Environment_Medium_SD,soil,high,environmental medium
3,Environment Medium,fecal samples of Indri,fecal samples of indri,Sample_Type_SD,feces/stool,high,fecal material
3,Environment (Local Scale),soil degradation [ENVO:01000705],soil degradation envo 01000705,Environment_Medium_SD,soil,high,environmental medium
3,Environment (Local Scale),soil fauna,soil fauna,Environment_Medium_SD,soil,high,environmental medium
3,Environment Medium,Healthy phenotype,healthy phenotype,Host_Health_State_SD,healthy/no disease reported,medium,health state
3,Environment (Local Scale),bottom soil,bottom soil,Environment_Medium_SD,soil,high,environmental medium
3,Host Disease,oropharyngeal tularemia,oropharyngeal tularemia,Sample_Type_SD,oropharyngeal/throat swab,high,upper respiratory swab
3,Environment Medium,Stool,stool,Sample_Type_SD,feces/stool,high,fecal material
3,Environment (Local Scale),Faecal environment [ENVO:01001029],faecal environment envo 01001029,Sample_Type_SD,feces/stool,high,fecal material
3,Environment (Local Scale),Waste contaminated soil,waste contaminated soil,Environment_Medium_SD,soil,high,environmental medium
3,Environment (Local Scale),Saline soil,saline soil,Environment_Medium_SD,soil,high,environmental medium
3,Environment (Local Scale),disturbed soil,disturbed soil,Environment_Medium_SD,soil,high,environmental medium
3,Environment (Local Scale),Arsenic-enriched soil,arsenic enriched soil,Environment_Medium_SD,soil,high,environmental medium
3,Environment (Local Scale),brackish sediment,brackish sediment,Environment_Medium_SD,sediment,high,environmental medium
3,Environment (Local Scale),surface seawater,surface seawater,Environment_Medium_SD,seawater,high,water type
