field	standardized_value	semantic_class	compatible_with_field_contract	row_count	reason	expected_semantic_classes
Host_SD	Lyrodus pedicellatus	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Macrotermes sp.	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	Malayopython reticulatus	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Medicago orbicularis	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Megachile sculpturalis	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Megascops asio	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Melia azedarach	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Melilotus albus	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Mico argentatus	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Mimosa misera	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Mimosa setosissima	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Mimosa ulei	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Monopterus albus	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Moschus berezovskii	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Mussismilia braziliensis	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Myotis velifer	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Nasutitermes takasagoensis	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Nicotiana glauca	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Nosopsyllus laeviceps	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Okanagana oregona	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Okapia johnstoni	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Olea europaea var. sylvestris	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	Orchidaceae	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Ornithodoros hermsi	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Oryza coarctata	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Oryza longistaminata	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Otospermophilus beecheyi	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Panicum turgidum	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Parabotia bimaculata	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Peltigera malacea	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Penaeus sp.	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	Perna canaliculus	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Pharaxonotha floridana	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Phoenix dactylifera	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Phyllomedusa distincta	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Piper nigrum	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Planopleura kaempferi	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Plantago cretica	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Platysmacheilus nudiventris	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Pocillopora acuta	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Poeciliidae	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Populus deltoides	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Populus x canadensis	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	Porites astreoides	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Protoceratium reticulatum	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Pseudoceratina sp.	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	Pseudodiploria strigosa	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Pythonidae	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Quercus palustris	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Rattus nitidus	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Rhinogobio typus	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Rhipicephalus sanguineus	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Rhizophora apiculata	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Roystonea regia	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Saccharum sp.	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	Sargassum polycystum	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Schizopyge dolichonema	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Schizopygopsis pylzovi	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Schizothorax kozlovi	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Sedum sp.	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	Sesuvium portulacastrum	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Sinibrama taeniatus	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Siphamia roseigaster	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Solea senegalensis	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Sphoeroides spengleri	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Spongia barbara	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Steinernema sp.	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	Strigiformes	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Strix varia	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Stylosanthes scabra	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Suaeda aralocaspica	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Suberites sp.	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	Sycanus bifidus	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Syzygium aromaticum	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Tapirus bairdii	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Tettigades ulnaria	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Trachinotus ovatus	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Trachymyrmex	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Trichostrongylus colubriformis	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Trifolium subterraneum	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Turdus flavipes	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Turdus olivater	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Tussilago farfara	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Ulva prolifera	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Ursus sp.	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	Varroa destructor	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Xenopus laevis	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Zeugodacus cucurbitae	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Zoothamnium niveum	host_taxon	true	5	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	biserrula pelecinus	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	camellia	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	cannabis	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	capsicum	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	capybara	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	crassostrea	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	delphinidae	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	delphinium	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	dieffenbachia	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	erysimum	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	fusarium	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	ginseng	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	golden threadfin bream	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	gorgonacea	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	laridae	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	microtus oeconomus	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	millipede	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	mimosa	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	mustela	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	okapi	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	padina	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	peas	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	rook	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	scopalina	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	sepiola robusta	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	spatoglossum	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	tamarix	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	ulmus	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	zantedeschia	unresolved	false	5	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	Abies koreana	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Acacia dealbata	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Acanthamoeba polyphaga	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Acropora prolifera	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Actinidia chinensis var. deliciosa	unresolved	false	4	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	Aeschynomene americana	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	African ostrich	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Agapostemon splendens	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Agave salmiana	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Agrostis sp.	unresolved	false	4	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	Alexandromys fortis	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Aloe vera	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Alpine ibex	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Amaranthus palmeri	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Amarygmus sp.	unresolved	false	4	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	Amblyomma americanum	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Amblyomma maculatum	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	American beech	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	American cockroach	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	American goldfinch	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Amorphophallus muelleri	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Amphipoda	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Anasa andresii	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Andiperla willinki	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Androsace koso-poljanskii	unresolved	false	4	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	Anguilla anguilla	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Anguilla japonica	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Anthophora bomboides	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Aphis gossypii	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Apis andreniformis	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Aplysia punctata	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Apodemus uralensis	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Apristurus sp.	unresolved	false	4	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	Arctocephalus forsteri	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Artemisia annua	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Artocarpus heterophyllus	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Arvicanthis niloticus	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Arvicola amphibius	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Astronotus ocellatus	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Atelerix albiventris	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Augochlorella aurata	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Bambusa	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Bankia setacea	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Barbarea vulgaris	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Barbulanympha sp.	unresolved	false	4	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	Bidens pilosa	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Bigeye tuna	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Bighead carp	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Bison bison bison	unresolved	false	4	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	Bombus bohemicus	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Bombus occidentalis	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Botryllus sp.	unresolved	false	4	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	Brachionus plicatilis	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Branta sp.	unresolved	false	4	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	Brassica rapa subsp. rapa	unresolved	false	4	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	Broussonetia kazinoki	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Bubo scandiacus	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Bufo bufo	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Caenorhabditis briggsae	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Caiman latirostris	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Calobota sericea	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Camellia sinensis var. assamica	unresolved	false	4	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	Carcharhinus leucas	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Carcharodon carcharias	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Carex sp.	unresolved	false	4	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	Carollia perspicillata	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Castanea crenata	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Casuarius casuarius	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Catagonus wagneri	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Cephalophus silvicultor	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Chaetoceros curvisetus	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Chaetomorpha moniligera	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Chamaecostus cuspidatus	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Chanodichthys dabryi	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Chimarrichthys kishinouyei	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Chremistica nigra	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Cimex hemipterus	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Cinnamomum camphora	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Cladonia rei	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Cladonia squamosa	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Cliona celata	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Cnephaeus serotinus	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Codakia distinguenda	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Columba sp.	unresolved	false	4	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	Corvus macrorhynchos	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Corynorhinus townsendii	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Crotalaria pallida	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Cucurbita maxima	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Cuniculus paca	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Cyprinus carpio carpio	unresolved	false	4	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	Diceroprocta semicincta	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Dicerothamnus rhinocerotis	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Dictyota sp.	unresolved	false	4	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	Dioon merolae	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Dolichotis salinicola	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Echinacea purpurea	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Echinocactus platyacanthus	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Echinochloa crus-galli	unresolved	false	4	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	Engraulis encrasicolus	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Epilobium canum	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Epinephelus fasciatus	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Eptesicus fuscus	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Erigeron annuus	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Eunicea succinea	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Euplotes woodruffi	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Eutrema japonicum	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Excalfactoria chinensis	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Falco peregrinus	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Felis silvestris	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Flaveria robusta	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Folsomia candida	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Frankliniella occidentalis	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Fugacium kawagutii	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Fulica americana	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Fulica atra	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Gambierdiscus	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Gambusia holbrooki	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Gelidium sp.	unresolved	false	4	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	Glyptothorax fokiensis	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Gymnodiptychus pachycheilus	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Haematopus ostralegus	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Halictus poeyi	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Haliotis discus hannai	unresolved	false	4	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	Haliotis rufescens	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Haliotis sorenseni	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Haloxylon ammodendron	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Harbor porpoise	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Hedera colchica	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Hemibarbus labeo	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Heteromys pictus	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Hydroides elegans	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Ichthyaetus relictus	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Iguana sp.	unresolved	false	4	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	Indigofera sp.	unresolved	false	4	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	Inga vera	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Ipomoea pes-caprae subsp. brasiliensis	unresolved	false	4	No deterministic semantic class assigned by audit rules.	host_taxon
Host_SD	Italian sparrow	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Japanese radish	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Junco	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Kandelia obovata	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Labeo catla	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Lebbeus groenlandicus	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
Host_SD	Lebeckia ambigua	host_taxon	true	4	Looks like a taxonomic label; verify against Host_SD context.	host_taxon
