current_field	standardized_value	semantic_class	affected_rows	proposed_destination	decision	confidence	rationale	source_flags
Isolation_Source_SD	Broncho-alveolar lavage	sample_material	72	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Sample_Type_SD	grain product	unresolved	72	admin_review	review_required	audit_suggested	Sample_Type fields should contain physical specimen/material values only.	non_material_values_in_sample_type
Isolation_Source_SD	fermented milk/dairy product	sample_material	64	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Sample_Type_SD	unicyanobacterial culture	sample_processing	61	Sample_Processing_SD	review_required	audit_suggested	Sample_Type fields should contain physical specimen/material values only.	non_material_values_in_sample_type|processing_values_in_sample_type
Host_Health_State_SD	specific pathogen free	host_context	56	Host_Context_SD	review_required	audit_suggested	Host_Health_State_SD should contain strict health states only.	non_health_values_in_host_health_state
Sample_Type_SD	assembly	sample_processing	50	Sample_Processing_SD	review_required	audit_suggested	Sample_Type fields should contain physical specimen/material values only.	non_material_values_in_sample_type|processing_values_in_sample_type
Sample_Type_SD	prawn product	unresolved	49	admin_review	review_required	audit_suggested	Sample_Type fields should contain physical specimen/material values only.	non_material_values_in_sample_type
Host_Health_State_SD	exacerbation	disease_stage	48	Host_Disease_Stage_SD	review_required	audit_suggested	Host_Health_State_SD should contain strict health states only.	disease_stage_values_in_health_state|non_health_values_in_host_health_state
Sample_Type_SD	screening culture	sample_processing	47	Sample_Processing_SD	review_required	audit_suggested	Sample_Type fields should contain physical specimen/material values only.	non_material_values_in_sample_type|processing_values_in_sample_type
Sample_Type_SD	rhizosphere	unresolved	46	admin_review	review_required	audit_suggested	Sample_Type fields should contain physical specimen/material values only.	non_material_values_in_sample_type
Isolation_Source_SD_Broad	tissue	sample_material	44	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	ambiguous_broad_source_categories|material_values_in_isolation_source
Isolation_Source_SD	ceacal content	sample_material	43	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	tissue	sample_material	43	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Sample_Type_SD	papaya	unresolved	42	admin_review	review_required	audit_suggested	Sample_Type fields should contain physical specimen/material values only.	non_material_values_in_sample_type
Host_Health_State_SD	alive	vital_status	40	Host_Vital_Status_SD	review_required	audit_suggested	Host_Health_State_SD should contain strict health states only.	non_health_values_in_host_health_state|vital_status_values_in_health_state
Isolation_Source_SD	blood-derived material	sample_material	36	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Sample_Type_SD	biological product	unresolved	36	admin_review	review_required	audit_suggested	Sample_Type fields should contain physical specimen/material values only.	non_material_values_in_sample_type
Sample_Type_SD_Broad	biological/clinical product	source_context	36	Isolation_Source_SD	review_required	audit_suggested	Sample_Type fields should contain physical specimen/material values only.	non_material_values_in_sample_type
Isolation_Source_SD	broncho-alveolar lavage	sample_material	35	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Sample_Type_SD	bootsock/environmental swab	collection_device	33	Sample_Collection_Device_SD	review_required	audit_suggested	Sample_Type fields should contain physical specimen/material values only.	non_material_values_in_sample_type
Sample_Type_SD	cilantro	unresolved	33	admin_review	review_required	audit_suggested	Sample_Type fields should contain physical specimen/material values only.	non_material_values_in_sample_type
Sample_Type_SD	teat/nipple swab	collection_device	32	Sample_Collection_Device_SD	review_required	audit_suggested	Sample_Type fields should contain physical specimen/material values only.	non_material_values_in_sample_type
Sample_Type_SD	food-contact surface	study_group	26	Host_Study_Group_SD	review_required	audit_suggested	Sample_Type fields should contain physical specimen/material values only.	non_material_values_in_sample_type
Sample_Type_SD	plate culture	sample_processing	26	Sample_Processing_SD	review_required	audit_suggested	Sample_Type fields should contain physical specimen/material values only.	non_material_values_in_sample_type|processing_values_in_sample_type
Isolation_Source_SD	Nasopharygneal lavage	sample_material	24	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	lavage	sample_material	22	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Sample_Type_SD	laboratory culture	sample_processing	22	Sample_Processing_SD	review_required	audit_suggested	Sample_Type fields should contain physical specimen/material values only.	non_material_values_in_sample_type|processing_values_in_sample_type
Sample_Type_SD	liquid culture	sample_processing	19	Sample_Processing_SD	review_required	audit_suggested	Sample_Type fields should contain physical specimen/material values only.	non_material_values_in_sample_type|processing_values_in_sample_type
Host_Health_State_SD	colonized	colonization_status	18	Host_Colonization_Status_SD	review_required	audit_suggested	Host_Health_State_SD should contain strict health states only.	colonization_values_in_health_state|non_health_values_in_host_health_state
Isolation_Source_SD	Tracheal lavage	sample_material	15	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Sample_Type_SD	clone culture	sample_processing	14	Sample_Processing_SD	review_required	audit_suggested	Sample_Type fields should contain physical specimen/material values only.	non_material_values_in_sample_type|processing_values_in_sample_type
Isolation_Source_SD	body fluid	sample_material	13	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	guttural pouch lavage	sample_material	13	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Sample_Type_SD	urogenital/reproductive swab	collection_device	13	Sample_Collection_Device_SD	review_required	audit_suggested	Sample_Type fields should contain physical specimen/material values only.	non_material_values_in_sample_type
Isolation_Source_SD_Broad	swab	collection_device	12	Sample_Collection_Device_SD	review_required	audit_suggested	Broad source category mixes non-source semantic classes; document or migrate.	ambiguous_broad_source_categories
Sample_Type_SD	non-food-contact surface	study_group	12	Host_Study_Group_SD	review_required	audit_suggested	Sample_Type fields should contain physical specimen/material values only.	non_material_values_in_sample_type
Isolation_Source_SD	Guttural pouch lavage	sample_material	11	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Bronchalveolar Lavage	sample_material	10	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD_Broad	cloacal sample	metadata_descriptor	9	suppress/provenance only	review_required	audit_suggested	Broad source category mixes non-source semantic classes; document or migrate.	ambiguous_broad_source_categories
Isolation_Source_SD	Intrauterine purulent content	sample_material	8	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Nasobronchial lavage	sample_material	8	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	sputum	sample_material	8	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	broncoalveolar lavage	sample_material	7	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Broncheoalveolar lavage	sample_material	6	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD_Broad	animal tissue/site	sample_material	6	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	ambiguous_broad_source_categories|material_values_in_isolation_source
Isolation_Source_SD	Bronco-Alveolar Lavage	sample_material	5	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	abomasum content	sample_material	5	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	brochoalveolar lavage	sample_material	5	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	cloacal content	sample_material	5	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	gastric lavage	sample_material	5	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	ruminal content	sample_material	5	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	ceca contents	sample_material	4	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	egg content	sample_material	4	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	uterine content	sample_material	4	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Sample_Type_SD	transport swab	collection_device	4	Sample_Collection_Device_SD	review_required	audit_suggested	Sample_Type fields should contain physical specimen/material values only.	non_material_values_in_sample_type
Isolation_Source_SD	Broncho-Alveolar Lavage	sample_material	3	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Gastric lavage	sample_material	3	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Lavage	sample_material	3	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	bronchioalveolar lavage	sample_material	3	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	purulent material	sample_material	3	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD_Broad	molecular extract	sample_processing	3	Sample_Processing_SD	review_required	audit_suggested	Broad source category mixes non-source semantic classes; document or migrate.	ambiguous_broad_source_categories
Sample_Type_SD	feed/fodder	unresolved	3	admin_review	review_required	audit_suggested	Sample_Type fields should contain physical specimen/material values only.	non_material_values_in_sample_type
Sample_Type_SD	freshwater fish product	environment_medium	3	Environment_Medium_SD	review_required	audit_suggested	Sample_Type fields should contain physical specimen/material values only.	environment_values_in_sample_type|non_material_values_in_sample_type
Isolation_Site_SD	catheter	collection_device	2	Sample_Collection_Device_SD	review_required	audit_suggested	Isolation_Site_SD should contain anatomical sites or plant parts only.	non_site_values_in_isolation_site
Isolation_Source_SD	Broncho alveolaire lavage	sample_material	2	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Broncho alveolar lavage	sample_material	2	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Catether (Blood)	sample_material	2	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Lizards faeces	sample_material	2	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Post-lavage	sample_material	2	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Tracheobronchial lavage	sample_material	2	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	appendix content	sample_material	2	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	baby faeces	sample_material	2	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	bat, faeces	sample_material	2	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	biogas reactor content	sample_material	2	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	biopsy	sample_material	2	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	broncho alveolar lavage	sample_material	2	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	cerebrospinal	sample_material	2	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	gastric content	sample_material	2	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	ileal contents	sample_material	2	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	pancreatic cyst contents	sample_material	2	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	uterine contents	sample_material	2	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD_Broad	medical device	unresolved	2	admin_review	review_required	audit_suggested	Broad source category mixes non-source semantic classes; document or migrate.	ambiguous_broad_source_categories
Isolation_Source_SD_Broad	sample	metadata_descriptor	2	suppress/provenance only	review_required	audit_suggested	Broad source category mixes non-source semantic classes; document or migrate.	ambiguous_broad_source_categories
Isolation_Source_SD_Broad	upper respiratory tract	anatomical_site	2	Host_Anatomical_Site_SD	review_required	audit_suggested	Broad source category mixes non-source semantic classes; document or migrate.	ambiguous_broad_source_categories
Sample_Type_SD	wound/pus swab	collection_device	2	Sample_Collection_Device_SD	review_required	audit_suggested	Sample_Type fields should contain physical specimen/material values only.	non_material_values_in_sample_type
Host_Health_State_SD	convalescent	disease_stage	1	Host_Disease_Stage_SD	review_required	audit_suggested	Host_Health_State_SD should contain strict health states only.	disease_stage_values_in_health_state|non_health_values_in_host_health_state
Isolation_Source_SD	Abdominal (drain aspirate)	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Abdominal contents	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Abomasum content	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Brochoalveolar lavage	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Bronchialveolar Lavage	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Bronchioaleveolar lavage	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Bronchioalveolar lavage	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Bronchoalve. Lavage	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Bronchoalvelar lavage (BAL)	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Bronchoavleolar lavage	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Broncholaveolar lavage	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Broncial Lavage	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Bronco-alveolar lavage	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Bronko-alveolær lavage	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Canine faeces	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Cat faeces	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Cerebrospinal	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Chest (PUS)	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Columba livia crop contents	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Corn Snake (Faeces)	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Elbow(PUS)-left	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Eviscerated Contents	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Eviscerated content	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Eviscerated contents	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Faeces - Goat - Local livestock market	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Faeces of piglets	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	GI content	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Gastric Contents	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Gastric content	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Gastric contents	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Infant faeces	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Lizard Faeces	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Lizard faeces	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Lizard, faeces	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Peritoneal lavage	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Post lavage	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Purulent material	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	R elbow synovial fluid.	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Right hip (fluid)	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Right knee synovial fluid.	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Rodent faeces	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Snake faeces	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Uterine Body Plus Contents	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	VACUUM CONTENTS	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	Vulture faeces	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	abomasal content	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	alveolar lavage	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	broncheoalveolar lavage	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	broncho-alveolar lavage (BAL)	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	broncho-aveolar lavage	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	bronchoavelar lavage	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	bursa content	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	cerebrospinal fluid	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	colonic content	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	endotrach lavage	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	faeces 9.10	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	faeces 9.11	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	faeces 9.12	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	faeces 9.13	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	faeces 9.14	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	faeces 9.15	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	faeces 9.16	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	faeces 9.17	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	faeces 9.7	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	faeces 9.8	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	faeces 9.9	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	faeces of a thoroughbred horse	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	guttural pouch contents	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	infant faeces	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	intraocular contents	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	lamb faeces	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	mandibular lymphnode (abscess)	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	midgut content	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	neonatal calf faeces	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	peritoneal lavage	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	poulltry faeces	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	purulent content	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	roe deer faeces	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	synovial fluid.	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	the contents of the uterine cavity	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD	tracheal contents	sample_material	1	Sample_Type_SD	review_required	audit_suggested	Physical specimen/material values should not be represented as strict source context.	material_values_in_isolation_source
Isolation_Source_SD_Broad	culture medium	sample_processing	1	Sample_Processing_SD	review_required	audit_suggested	Broad source category mixes non-source semantic classes; document or migrate.	ambiguous_broad_source_categories
Sample_Type_SD	plant material	host_context	1	Host_Context_SD	review_required	audit_suggested	Sample_Type fields should contain physical specimen/material values only.	non_material_values_in_sample_type
