assembly_accession	biosample	organism	decision	reason	Host	Host_Original	Host_SD	Host_TaxID	Host_Context_SD	Sampling_Context_SD	Host_Colonization_Status_SD	Host_Vital_Status_SD	Sample_Material_SD	Isolation_Source_SD	Sample_Type_SD	Environment_Medium_SD	Environment_Local_Scale_SD	Environment_Broad_Scale_SD	raw_context
GCA_024437815.1	SAMN29759834	Riemerella anatipestifer	keep	vital-status audit	duck	duck	Anas platyrhynchos	8839				deceased	tissue	clinical/host-associated material	tissue				tissue | tissue | clinical/host-associated material | clinical/host-associated material | organ/tissue site | Brain tissue of dead ducks | tissue sample | Brain tissue of dead ducks | tissue sample
GCA_023914185.1	SAMN29205098	Riemerella anatipestifer	keep	vital-status audit	duck	duck	Anas platyrhynchos	8839				deceased	tissue	clinical/host-associated material	tissue				tissue | tissue | clinical/host-associated material | clinical/host-associated material | organ/tissue site | brain tissue | tissue sample | brain tissue | tissue sample
GCA_031714715.1	SAMN36398578	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_025907515.1	SAMN31394332	Riemerella anatipestifer	keep	vital-status audit	duck	duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Dead waterfowl | Dead waterfowl
GCA_009664965.1	SAMN13243682	Brucella sp. 10RB9210	keep	vital-status audit	Pyxicephalus edulis (African bullfrog)	Pyxicephalus edulis (African bullfrog)	Pyxicephalus edulis	333692				deceased		clinical/host-associated material	gut content	culture medium			gut content | gut content | clinical/host-associated material | clinical/host-associated material | culture medium | skin/body surface | Tissue samples (liver, spleen, lung, heart, kidney, ovaries, gut, and skin) | Tissue samples (liver, spleen, lung, heart, kidney, ovaries, gut, and skin) were cultured on Columbia sheep blood, Gassner's agar (Oxoid, Wesel, Germany), and brucella agar (Merck, Darmstadt, Germany) at 20C and 37C for up to 96 h in an aerobic and microaerophilic atmosphere (5% H2, 10% CO2, 85% N). | Tissue samples (liver, spleen, lung, heart, kidney, ovaries, gut, and skin)
GCA_031714795.1	SAMN36398582	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_000761475.1	SAMN03000030	Chromohalobacter israelensis	keep	vital-status audit	absent	absent						deceased		clinical/host-associated material				marine environment	clinical/host-associated material | clinical/host-associated material | marine environment | Dead Sea | Dead Sea
GCA_048859005.1	SAMN47516502	Vibrio parahaemolyticus	clear	vital-status audit	unknown	unknown						alive		seafood/aquatic food product	seafood				seafood | aquatic food product | seafood/aquatic food product | aquatic food product | shrimp Alive bait
GCA_002899355.1	SAMN08373107	Serratia marcescens	keep	vital-status audit	Dillman	Dead Mole Cricket	Gryllidae	6995				deceased		clinical/host-associated material	pure/single culture	environmental material			pure/single culture | culture | clinical/host-associated material | clinical/host-associated material | environmental material | Dead Mole Cricket | Scapteriscus borellii | Single colony | Dead Mole Cricket | Single colony | Scapteriscus borellii
GCA_031717035.1	SAMN36398634	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_000014845.1	SAMN02603424	Escherichia coli APEC O1	keep	vital-status audit	absent	lesion site (lung) of a dead turkey with colibacillosis	Meleagris gallopavo	9103				deceased		poultry meat/product	poultry meat				poultry meat | food/meat | poultry meat/product | food/meat | lesion site (lung) of a dead turkey with colibacillosis
GCA_001263135.1	SAMN03968604	Vibrio harveyi NBRC 15634 = ATCC 14126 = KCTC 12724	keep	vital-status audit	absent	dead luminiscent amphipod (Talorchestia sp.)	Amphipoda	6654				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | dead luminiscent amphipod (Talorchestia sp.)
GCA_025629305.1	SAMN30816008	Riemerella anatipestifer	keep	vital-status audit	duck	duck	Anas platyrhynchos	8839				deceased	tissue	clinical/host-associated material	tissue				tissue | tissue | clinical/host-associated material | clinical/host-associated material | organ/tissue site | Brain tissue of dead ducks | tissue sample | Brain tissue of dead ducks | tissue sample
GCA_025629615.1	SAMN30822359	Riemerella anatipestifer	keep	vital-status audit	duck	duck	Anas platyrhynchos	8839				deceased	tissue	clinical/host-associated material	tissue				tissue | tissue | clinical/host-associated material | clinical/host-associated material | organ/tissue site | Brain tissue of dead ducks | tissue sample | Brain tissue of dead ducks | tissue sample
GCA_002859525.1	SAMN04622939	Pasteurella multocida	keep	vital-status audit	Bos taurus	Bos taurus	Bos taurus	9913				alive		13301					13301 | nasopharynx/oropharynx | 13301 | nasopharynx | mucus | nasopharynx
GCA_031714135.1	SAMN36398566	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_024124875.1	SAMN29361606	Riemerella anatipestifer	keep	vital-status audit	duck	duck	Anas platyrhynchos	8839				deceased	tissue	clinical/host-associated material	tissue				tissue | tissue | clinical/host-associated material | clinical/host-associated material | organ/tissue site | brain tissue | tissue sample | brain tissue | tissue sample
GCA_040609595.1	SAMN41496259	Nocardia sp. NPDC004654	keep	vital-status audit	absent	near the bark of the dead tree	Viridiplantae	33090				deceased		clinical/host-associated material		wastewater		plant-associated environment	clinical/host-associated material | clinical/host-associated material | wastewater | plant-associated environment | near the bark of the dead tree | near the bark of the dead tree
GCA_009665015.1	SAMN13243683	Brucella sp. 10RB9212	keep	vital-status audit	Pyxicephalus edulis (African bullfrog)	Pyxicephalus edulis (African bullfrog)	Pyxicephalus edulis	333692				deceased		clinical/host-associated material	gut content	culture medium			gut content | gut content | clinical/host-associated material | clinical/host-associated material | culture medium | skin/body surface | Tissue samples (liver, spleen, lung, heart, kidney, ovaries, gut, and skin) | Tissue samples (liver, spleen, lung, heart, kidney, ovaries, gut, and skin) were cultured on Columbia sheep blood, Gassner's agar (Oxoid, Wesel, Germany), and brucella agar (Merck, Darmstadt, Germany) at 20C and 37C for up to 96 h in an aerobic and microaerophilic atmosphere (5% H2, 10% CO2, 85% N). | Tissue samples (liver, spleen, lung, heart, kidney, ovaries, gut, and skin)
GCA_033206755.1	SAMN03121724	Campylobacter jejuni	keep	vital-status audit	absent	Grey seal pup; dead wild	Phocidae	9709				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Grey seal pup; dead wild
GCA_031710585.1	SAMN36398607	Pasteurella multocida	keep	vital-status audit	Monkey	Monkey	Simiiformes	314293				deceased							
GCA_031714815.1	SAMN36398583	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_031715975.1	SAMN36398590	Pasteurella multocida	keep	vital-status audit	Goose	Goose	Anser anser	8843				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_054343325.1	SAMN53099241	Paenibacillus marinisediminis	keep	vital-status audit	ark clam	ark clam	Veneroida	6565				deceased			cell culture				cell culture | culture | cell culture | cell culture
GCA_033206655.1	SAMN03121737	Campylobacter jejuni	keep	vital-status audit	absent	Grey seal pup; dead wild	Phocidae	9709				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Grey seal pup; dead wild
GCA_009932875.1	SAMN03168420	Escherichia coli	keep	vital-status audit	domestic turkey	domestic turkey	Meleagris gallopavo	9103				deceased		clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | Colibacillosis clinical case isolated from a dead animal
GCA_031711595.1	SAMN36398611	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_031716975.1	SAMN36398636	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_056342805.1	SAMN45853064	Proteus mirabilis	keep	vital-status audit	chicken	chicken	Gallus gallus	9031				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Dead embryos | Dead embryos
GCA_033206575.1	SAMN03121740	Campylobacter jejuni	keep	vital-status audit	absent	Grey seal pup; dead wild	Phocidae	9709				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Grey seal pup; dead wild
GCA_053570235.1	SAMN50285130	Yersinia pestis	keep	vital-status audit	Marmot baibacina	Marmot baibacina	Marmota baibacina	93157				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | dead rodent | dead rodent
GCA_045277555.1	SAMN34177709	Mycobacterium marinum	keep	vital-status audit	absent	Dead fish from aquarium in Philadelphia	Actinopterygii	7898				deceased		seafood/aquatic food product					seafood/aquatic food product | aquatic food product | Dead fish from aquarium in Philadelphia | Dead fish from aquarium in Philadelphia
GCA_053711135.1	SAMN53262424	Bacillus thuringiensis serovar darmstadiensis	keep	vital-status audit	Leptinotarsa decemlineata	Leptinotarsa decemlineata	Leptinotarsa decemlineata	7539				deceased		clinical/host-associated material	cell culture				cell culture | culture | clinical/host-associated material | clinical/host-associated material | dead larva | cell culture | dead larva | cell culture
GCA_056342645.1	SAMN45853071	Proteus mirabilis	keep	vital-status audit	chicken	chicken	Gallus gallus	9031				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Dead embryos | Dead embryos
GCA_033206895.1	SAMN03121735	Campylobacter jejuni	keep	vital-status audit	absent	Grey seal pup; dead wild	Phocidae	9709				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Grey seal pup; dead wild
GCA_025907425.1	SAMN31394337	Riemerella anatipestifer	keep	vital-status audit	duck	duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Dead waterfowl | Dead waterfowl
GCA_024124845.1	SAMN29357766	Riemerella anatipestifer	keep	vital-status audit	duck	duck	Anas platyrhynchos	8839				deceased	tissue	clinical/host-associated material	tissue				tissue | tissue | clinical/host-associated material | clinical/host-associated material | organ/tissue site | brain tissue | tissue sample | brain tissue | tissue sample
GCA_024159035.1	SAMN29417242	Salmonella sp. S64	keep	vital-status audit	chicken	chicken	Gallus gallus	9031				deceased		poultry meat/product	poultry meat				poultry meat | food/meat | poultry meat/product | food/meat | dead chicken liver
GCA_042748755.1	SAMN43895938	Aeromonas bestiarum	keep	vital-status audit	Salmonidae	Salmonidae	salmonidae	8015				deceased		clinical/host-associated material	microbial isolate				microbial isolate | culture/isolate | clinical/host-associated material | clinical/host-associated material | cyprinids | cyprinids
GCA_031715015.1	SAMN36398586	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_031714595.1	SAMN36398541	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_000419585.1	SAMN02441591	Salisaeta longa DSM 21114	clear	vital-status audit	absent	absent						deceased		environmental material		marine		marine environment	environmental material | environmental material | marine | marine environment | Experimental mesocosm filled with a mixture of water from the Dead Sea and the Red Sea | Experimental mesocosm filled with a mixture of water from the Dead Sea and the Red Sea | Experimental mesocosm filled with a mixture of water from the Dead Sea and the Red Sea
GCA_000833065.1	SAMN03201418	Bacillus anthracis	keep	vital-status audit	Bos taurus	Bos taurus	Bos taurus	9913				deceased							Beefmaster heifer | Beefmaster heifer
GCA_031712855.1	SAMN36398554	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_048707585.1	SAMN47478838	Vibrio parahaemolyticus	clear	vital-status audit	unknown	unknown						alive		seafood/aquatic food product	seafood				seafood | aquatic food product | seafood/aquatic food product | aquatic food product | shrimp Alive bait
GCA_053570275.1	SAMN50285116	Yersinia pestis	keep	vital-status audit	Meriones libycus	Meriones libycus	Meriones libycus	298886				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | dead rodent | dead rodent
GCA_031711975.1	SAMN36398619	Pasteurella multocida	keep	vital-status audit	Chicken	Chicken	Gallus gallus	9031				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_024437955.1	SAMN29759882	Riemerella anatipestifer	keep	vital-status audit	duck	duck	Anas platyrhynchos	8839				deceased	tissue	clinical/host-associated material	tissue				tissue | tissue | clinical/host-associated material | clinical/host-associated material | organ/tissue site | Brain tissue of dead ducks | tissue sample | Brain tissue of dead ducks | tissue sample
GCA_031712515.1	SAMN36398547	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_024242155.1	SAMN28824954	Salmonella enterica	keep	vital-status audit	Chicken	Chicken	Gallus gallus	9031				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | early-dead embryos
GCA_024124915.1	SAMN29359815	Riemerella anatipestifer	keep	vital-status audit	duck	duck	Anas platyrhynchos	8839				deceased	tissue	clinical/host-associated material	tissue				tissue | tissue | clinical/host-associated material | clinical/host-associated material | organ/tissue site | brain tissue | tissue sample | brain tissue | tissue sample
GCA_031712775.1	SAMN36398553	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_040609755.1	SAMN41495804	Streptomyces sp. NPDC004608	keep	vital-status audit	absent	near the bark of the dead tree	Viridiplantae	33090				deceased		clinical/host-associated material		wastewater		plant-associated environment	clinical/host-associated material | clinical/host-associated material | wastewater | plant-associated environment | near the bark of the dead tree | near the bark of the dead tree
GCA_033206735.1	SAMN03121722	Campylobacter jejuni	keep	vital-status audit	absent	Grey seal pup; dead wild	Phocidae	9709				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Grey seal pup; dead wild
GCA_002162215.1	SAMN06141917	Histophilus somni	keep	vital-status audit	Bos taurus	Bos taurus	Bos taurus	9913				alive	bronchoalveolar lavage fluid	clinical/host-associated material	bronchoalveolar lavage fluid				bronchoalveolar lavage fluid | respiratory sample | clinical/host-associated material | clinical/host-associated material | lower respiratory tract/bronch/pleural cavity | 17700 | bronchoalveolar lavage | bodily fluid | bronchoalveolar lavage
GCA_001514355.1	SAMN04158498	Achromobacter denitrificans	keep	vital-status audit	Bos taurus	Bos taurus	Bos taurus	9913				alive		clinical/host-associated material	nasopharynx/oropharynx				nasopharynx/oropharynx | upper respiratory tract | clinical/host-associated material | clinical/host-associated material | nasopharynx/oropharynx | nasopharynx | mucus | nasopharynx
GCA_031714375.1	SAMN36398571	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_031716735.1	SAMN36398603	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_031712555.1	SAMN36398631	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_056342785.1	SAMN45853065	Proteus mirabilis	keep	vital-status audit	chicken	chicken	Gallus gallus	9031				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Dead embryos | Dead embryos
GCA_029478115.1	SAMN27582428	Chromohalobacter israelensis	keep	vital-status audit	absent	absent						deceased		clinical/host-associated material	cell culture			marine environment	cell culture | culture | clinical/host-associated material | clinical/host-associated material | marine environment | Dead Sea | cell culture | Dead Sea | cell culture
GCA_031715095.1	SAMN36398589	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_041508535.1	SAMN41919314	Bacillus anthracis	keep	vital-status audit	Elephas maximus indicus	Elephas maximus indicus	Elephas maximus indicus	99487				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | Internal tissues of dead elephant | Liver, Spleen, Lungs, Heart, Kidney | Internal tissues of dead elephant | Liver, Spleen, Lungs, Heart, Kidney
GCA_048707565.1	SAMN47478844	Vibrio parahaemolyticus	clear	vital-status audit	unknown	unknown						alive		seafood/aquatic food product	seafood				seafood | aquatic food product | seafood/aquatic food product | aquatic food product | shrimp Alive bait
GCA_031712655.1	SAMN36398551	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_031716845.1	SAMN36398635	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_033206635.1	SAMN03121728	Campylobacter jejuni	keep	vital-status audit	absent	Grey seal pup; dead wild	Phocidae	9709				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Grey seal pup; dead wild
GCA_031714075.1	SAMN36398564	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_031715935.1	SAMN36398594	Pasteurella multocida	keep	vital-status audit	Chicken	Chicken	Gallus gallus	9031				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_036212395.1	SAMN32975066	Brevibacillus agri	keep	vital-status audit	Apis mellifera	Apis mellifera	Apis mellifera	7460				deceased		clinical/host-associated material	cell culture				cell culture | culture | clinical/host-associated material | clinical/host-associated material | dead honeybee larvae with powdery scale | cell culture | dead honeybee larvae with powdery scale | cell culture
GCA_031716155.1	SAMN36398597	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_031711635.1	SAMN36398613	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_025629505.1	SAMN30816294	Riemerella anatipestifer	keep	vital-status audit	duck	duck	Anas platyrhynchos	8839				deceased	tissue	clinical/host-associated material	tissue				tissue | tissue | clinical/host-associated material | clinical/host-associated material | organ/tissue site | Brain tissue of dead ducks | tissue sample | Brain tissue of dead ducks | tissue sample
GCA_009664935.1	SAMN13243681	Brucella sp. 09RB8918	keep	vital-status audit	Pyxicephalus edulis (African bullfrog)	Pyxicephalus edulis (African bullfrog)	Pyxicephalus edulis	333692				deceased		clinical/host-associated material	gut content	culture medium			gut content | gut content | clinical/host-associated material | clinical/host-associated material | culture medium | skin/body surface | Tissue samples (liver, spleen, lung, heart, kidney, ovaries, gut, and skin) | Tissue samples (liver, spleen, lung, heart, kidney, ovaries, gut, and skin) were cultured on Columbia sheep blood, Gassner's agar (Oxoid, Wesel, Germany), and brucella agar (Merck, Darmstadt, Germany) at 20C and 37C for up to 96 h in an aerobic and microaerophilic atmosphere (5% H2, 10% CO2, 85% N). | Tissue samples (liver, spleen, lung, heart, kidney, ovaries, gut, and skin)
GCA_031713855.1	SAMN36398560	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_002859505.1	SAMN04622934	Pasteurella multocida	keep	vital-status audit	Bos taurus	Bos taurus	Bos taurus	9913				alive		13537					13537 | nasopharynx/oropharynx | 13537 | nasopharynx | mucus | nasopharynx
GCA_025907615.1	SAMN31394330	Riemerella anatipestifer	keep	vital-status audit	duck	duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Dead waterfowl | Dead waterfowl
GCA_037450375.1	SAMN37453016	Salmonella enterica subsp. enterica serovar Oranienburg	keep	vital-status audit	unknown	unknown						deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Dead-in-shell embryo
GCA_000733525.1	SAMN02867358	Lysinibacillus sphaericus	keep	vital-status audit	absent	dead mosquito larve	Culicidae	7157				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | dead mosquito larve | dead mosquito larve
GCA_021021275.1	SAMN21033720	Thalassospira xiamenensis	keep	vital-status audit	absent	Dead mussels	Mytilidae	6547				deceased		clinical/host-associated material	culture				culture | culture | clinical/host-associated material | clinical/host-associated material | Dead mussels | Pure culture of bacteria | Dead mussels | Pure culture of bacteria
GCA_031712395.1	SAMN36398632	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_031710535.1	SAMN36398544	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_031712495.1	SAMN36398537	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_002859545.1	SAMN04622945	Pasteurella multocida	keep	vital-status audit	Bos taurus	Bos taurus	Bos taurus	9913				alive		28114					28114 | nasopharynx/oropharynx | 28114 | nasopharynx | mucus | nasopharynx
GCA_031711795.1	SAMN36398545	Pasteurella multocida	keep	vital-status audit	Chicken	Chicken	Gallus gallus	9031				deceased							
GCA_031712595.1	SAMN36398549	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | brain | brain
GCA_031713815.1	SAMN36398559	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | brain | brain
GCA_031713975.1	SAMN36398561	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_031714435.1	SAMN36398572	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_033206955.1	SAMN03121729	Campylobacter jejuni	keep	vital-status audit	absent	Grey seal pup; dead wild	Phocidae	9709				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Grey seal pup; dead wild
GCA_033206975.1	SAMN03121720	Campylobacter jejuni	keep	vital-status audit	absent	Grey seal pup; dead wild	Phocidae	9709				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Grey seal pup; dead wild
GCA_002859345.1	SAMN04622938	Pasteurella multocida	keep	vital-status audit	Bos taurus	Bos taurus	Bos taurus	9913				alive		13322					13322 | nasopharynx/oropharynx | 13322 | nasopharynx | mucus | nasopharynx
GCA_052692075.1	SAMN51254656	Bibersteinia trehalosi	keep	vital-status audit	goat	goat	Capra hircus	9925				deceased	tissue	clinical/host-associated material	tissue				tissue | tissue | clinical/host-associated material | clinical/host-associated material | lower respiratory tract/bronch/pleural cavity | lung | lung | lung tissue | lung | lung tissue | lung
GCA_056342945.1	SAMN45853057	Proteus mirabilis	keep	vital-status audit	chicken	chicken	Gallus gallus	9031				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Dead embryos | Dead embryos
GCA_002859245.1	SAMN04622941	Pasteurella multocida	keep	vital-status audit	Bos taurus	Bos taurus	Bos taurus	9913				alive	bronchoalveolar lavage fluid	clinical/host-associated material	bronchoalveolar lavage fluid				bronchoalveolar lavage fluid | respiratory sample | clinical/host-associated material | clinical/host-associated material | lower respiratory tract/bronch/pleural cavity | 17240 | bronchoalveolar lavage | bodily fluid | bronchoalveolar lavage
GCA_006331805.1	SAMN10393146	Salmonella enterica subsp. enterica serovar Heidelberg	keep	vital-status audit	absent	dead poultry (Gallus gallus)	Aves	8782				deceased							dead poultry (Gallus gallus)
GCA_002859385.1	SAMN04622936	Pasteurella multocida	keep	vital-status audit	Bos taurus	Bos taurus	Bos taurus	9913				alive		13318					13318 | nasopharynx/oropharynx | 13318 | nasopharynx | mucus | nasopharynx
GCA_031714015.1	SAMN36398563	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_025907775.1	SAMN31394349	Riemerella anatipestifer	keep	vital-status audit	duck	duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Dead waterfowl | Dead waterfowl
GCA_030323005.1	SAMN27918893	Proteus mirabilis	keep	vital-status audit	Bos taurus	Bos taurus	Bos taurus	9913				alive		48848				host-associated gut/oral/fecal environment	48848 | host-associated gut/oral/fecal environment | 48848 | feces
GCA_042136115.1	SAMN43543818	Listeria monocytogenes	keep	vital-status audit	Homo sapiens	Homo sapiens	Homo sapiens	9606				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | dead fertilized egg
GCA_000468975.2	SAMN02471368	Bacillus thuringiensis serovar aizawai str. Leapi01	keep	vital-status audit	Mythimna loreyi	Mythimna loreyi	Mythimna loreyi	667449				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | dead larva | dead larva
GCA_025629545.1	SAMN30816320	Riemerella anatipestifer	keep	vital-status audit	duck	duck	Anas platyrhynchos	8839				deceased	tissue	clinical/host-associated material	tissue				tissue | tissue | clinical/host-associated material | clinical/host-associated material | organ/tissue site | Brain tissue of dead ducks | tissue sample | Brain tissue of dead ducks | tissue sample
GCA_033207035.1	SAMN03121719	Campylobacter jejuni	keep	vital-status audit	absent	Grey seal pup; dead wild	Phocidae	9709				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Grey seal pup; dead wild
GCA_037450515.1	SAMN37453011	Salmonella enterica subsp. enterica serovar Molade	keep	vital-status audit	unknown	unknown						deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Dead-in-shell embryo
GCA_048708595.1	SAMN47479151	Vibrio parahaemolyticus	clear	vital-status audit	unknown	unknown						alive		seafood/aquatic food product	seafood				seafood | aquatic food product | seafood/aquatic food product | aquatic food product | shrimp Alive bait
GCA_025907475.1	SAMN31394333	Riemerella anatipestifer	keep	vital-status audit	goose	goose	Anser anser	8843				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Dead waterfowl | Dead waterfowl
GCA_056342925.1	SAMN45853058	Proteus mirabilis	keep	vital-status audit	chicken	chicken	Gallus gallus	9031				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Dead embryos | Dead embryos
