current_field	standardized_value	primary_semantic_class	secondary_semantic_classes	semantic_components	affected_assignments	additive_destinations	remove_from_current_field	action_class	confidence	rationale	source_flags
Sample_Type_SD	dairy farm	environment_local_scale	production_context|host_context	production_context:dairy production setting|host_context:cattle/livestock|environment_local_scale:farm	645	Environment_Local_Scale_SD|Host_Production_Context_SD|Host_Context_SD	false	composite_requires_split	high	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	environment_values_in_sample_type|non_material_values_in_sample_type
Sample_Type_SD	potato	unresolved		unresolved:no deterministic semantic component	596	admin_review	false	classifier_uncertain	low	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	non_material_values_in_sample_type
Sample_Type_SD	wood	unresolved		unresolved:no deterministic semantic component	582	admin_review	false	classifier_uncertain	low	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	non_material_values_in_sample_type
Environment_Local_Scale_SD	agricultural field	unresolved		unresolved:no deterministic semantic component	579	admin_review	false	classifier_uncertain	low	Environment_Local_Scale_SD should contain local environmental or facility features only.	non_local_values_in_environment_local_scale
Sample_Type_SD	deciduous forest	environment_local_scale	environment_broad_scale	environment_broad_scale:forest/terrestrial environment|environment_local_scale:deciduous forest	570	Environment_Local_Scale_SD|Environment_Broad_Scale_SD	false	composite_requires_split	high	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	environment_values_in_sample_type|non_material_values_in_sample_type
Sample_Type_SD	enoki mushroom	unresolved		unresolved:no deterministic semantic component	522	admin_review	false	classifier_uncertain	low	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	non_material_values_in_sample_type
Sample_Type_SD	kratom	unresolved		unresolved:no deterministic semantic component	520	admin_review	false	classifier_uncertain	low	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	non_material_values_in_sample_type
Sample_Type_SD	cubital fossa	anatomical_site		anatomical_site:anatomical site or plant part	487	Host_Anatomical_Site_SD|Isolation_Site_SD	false	legacy_compatibility_label	high	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	non_material_values_in_sample_type
Environment_Local_Scale_SD	rumen/gut content	sample_material	anatomical_material	sample_material:gut/rumen content|anatomical_material:host anatomical material	474	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	true	manual_review	high	Environment_Local_Scale_SD should contain local environmental or facility features only.	non_local_values_in_environment_local_scale
Environment_Medium_SD	environmental sample	sampling_context		sampling_context:environmental	463	Sampling_Context_SD	true	manual_review	high	Environment_Medium_SD should contain physical environmental media only.	non_medium_values_in_environment_medium
Environment_Medium_SD	glacier	environment_local_scale		environment_local_scale:glacier	434	Environment_Local_Scale_SD	true	manual_review	high	Environment_Medium_SD should contain physical environmental media only.	non_medium_values_in_environment_medium
Environment_Medium_SD_Broad	environmental/geologic material	source_context		source_context:environmental or geologic source context	434	Isolation_Source_SD	true	manual_review	high	Environment_Medium_SD_Broad should contain broad environmental medium classes only.	non_medium_values_in_environment_medium_broad
Sample_Type_SD	dental plaque	sample_material	environment_medium|anatomical_site	sample_material:dental plaque/biofilm|environment_medium:biofilm|anatomical_site:oral cavity/tooth surface	423	Sample_Material_SD|Environment_Medium_SD|Host_Anatomical_Site_SD|Isolation_Site_SD	false	composite_requires_split	high	Environmental semantics in Sample_Type_SD should be decomposed into environment fields while preserving compatibility if needed.	environment_values_in_sample_type
Sample_Type_SD	intestinal epithelial cells	unresolved		unresolved:no deterministic semantic component	411	admin_review	false	classifier_uncertain	low	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	non_material_values_in_sample_type
Sample_Type_SD	vegetable	unresolved		unresolved:no deterministic semantic component	389	admin_review	false	classifier_uncertain	low	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	non_material_values_in_sample_type
Environment_Medium_SD	built environment surface	environment_local_scale	environment_broad_scale	environment_local_scale:local environmental or facility feature|environment_broad_scale:broad environmental setting	384	Environment_Local_Scale_SD|Environment_Broad_Scale_SD	true	manual_review	medium	Environment_Medium_SD should contain physical environmental media only.	non_medium_values_in_environment_medium
Sample_Type_SD	fluff/lint material	unresolved		unresolved:no deterministic semantic component	384	admin_review	false	classifier_uncertain	low	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	non_material_values_in_sample_type
Environment_Medium_SD_Broad	surface sample	environment_local_scale		environment_local_scale:local environmental or facility feature	379	Environment_Local_Scale_SD	true	manual_review	high	Environment_Medium_SD_Broad should contain broad environmental medium classes only.	non_medium_values_in_environment_medium_broad
Sample_Type_SD	wildlife	unresolved		unresolved:no deterministic semantic component	371	admin_review	false	classifier_uncertain	low	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	non_material_values_in_sample_type
Environment_Broad_Scale_SD	anthropogenic terrestrial biome	unresolved		unresolved:no deterministic semantic component	359	admin_review	false	classifier_uncertain	low	Environment_Broad_Scale_SD should contain broad environmental settings only.	non_broad_values_in_environment_broad_scale
Isolation_Source_SD	feces/stool	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	343	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD_Broad	feces/stool	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	343	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Sample_Type_SD	lettuce	unresolved		unresolved:no deterministic semantic component	313	admin_review	false	classifier_uncertain	low	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	non_material_values_in_sample_type
Environment_Medium_SD	agricultural organic material	unresolved		unresolved:no deterministic semantic component	298	admin_review	false	classifier_uncertain	low	Environment_Medium_SD should contain physical environmental media only.	non_medium_values_in_environment_medium
Environment_Medium_SD	natural/free-living	source_context		source_context:natural or free-living source context	290	Isolation_Source_SD	true	manual_review	medium	Environment_Medium_SD should contain physical environmental media only.	non_medium_values_in_environment_medium
Sample_Type_SD	peanut butter	unresolved		unresolved:no deterministic semantic component	290	admin_review	false	classifier_uncertain	low	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	non_material_values_in_sample_type
Sample_Type_SD	endovascular	unresolved		unresolved:no deterministic semantic component	271	admin_review	false	classifier_uncertain	low	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	non_material_values_in_sample_type
Sample_Type_SD	tree nut	unresolved		unresolved:no deterministic semantic component	268	admin_review	false	classifier_uncertain	low	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	non_material_values_in_sample_type
Isolation_Site_SD	bronchoalveolar lavage fluid	anatomical_site	sample_material|collection_method	sample_material:lavage fluid|collection_method:bronchoalveolar lavage|anatomical_site:lower respiratory tract	258	Host_Anatomical_Site_SD|Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	high	Isolation_Site_SD contains a non-site or composite site/material/environment concept requiring review.	remaining_non_site_values
Isolation_Site_SD	gastric biopsy	anatomical_site	sample_material|collection_method	sample_material:biopsy/tissue|collection_method:biopsy|anatomical_site:stomach/gastrointestinal tract	256	Host_Anatomical_Site_SD|Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	high	Isolation_Site_SD contains a non-site or composite site/material/environment concept requiring review.	remaining_non_site_values
Sample_Type_SD	spinach	unresolved		unresolved:no deterministic semantic component	256	admin_review	false	classifier_uncertain	low	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	non_material_values_in_sample_type
Isolation_Site_SD	phyllosphere	environment_local_scale	host_context	environment_local_scale:phyllosphere|host_context:plant-associated	242	Environment_Local_Scale_SD|Host_Context_SD	true	manual_review	medium	Isolation_Site_SD should contain anatomical sites or plant parts only.	conflicting_anatomical_site_fields|non_site_values_in_isolation_site|remaining_non_site_values
Sample_Type_SD	root	anatomical_site		anatomical_site:anatomical site or plant part	237	Host_Anatomical_Site_SD|Isolation_Site_SD	false	legacy_compatibility_label	high	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	non_material_values_in_sample_type
Sample_Material_SD	plant material	host_context		host_context:host-associated context	234	Host_Context_SD	true	manual_review	high	Sample_Material_SD should contain physical specimen/material values only.	invalid_sample_material_values
Sample_Type_SD	tomato	unresolved		unresolved:no deterministic semantic component	219	admin_review	false	classifier_uncertain	low	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	non_material_values_in_sample_type
Sample_Type_SD	avocado	unresolved		unresolved:no deterministic semantic component	178	admin_review	false	classifier_uncertain	low	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	non_material_values_in_sample_type
Isolation_Source_SD_Broad	culture/isolate	sample_entity	sample_processing	sample_entity:sample entity or biological material form|sample_processing:processing or molecular preparation	158	Sample_Entity_SD|Sample_Type_SD|Sample_Processing_SD	false	composite_requires_split	medium	Broad source category is a legacy umbrella or decomposition candidate; document before migration.	ambiguous_broad_source_categories
Environment_Medium_SD	metadata descriptor/non-source	unresolved		unresolved:no deterministic semantic component	146	admin_review	false	classifier_uncertain	low	Environment_Medium_SD should contain physical environmental media only.	non_medium_values_in_environment_medium
Environment_Medium_SD_Broad	metadata descriptor / non-source	unresolved		unresolved:no deterministic semantic component	146	admin_review	false	classifier_uncertain	low	Environment_Medium_SD_Broad should contain broad environmental medium classes only.	non_medium_values_in_environment_medium_broad
Environment_Local_Scale_SD	agricultural ecosystem	environment_broad_scale		environment_broad_scale:agricultural environment/ecosystem	127	Environment_Broad_Scale_SD	true	manual_review	high	Environment_Local_Scale_SD should contain local environmental or facility features only.	non_local_values_in_environment_local_scale
Sample_Type_SD	cantaloupe	unresolved		unresolved:no deterministic semantic component	125	admin_review	false	classifier_uncertain	low	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	non_material_values_in_sample_type
Isolation_Source_SD	milk	sample_material		sample_material:physical specimen/material	123	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Sample_Type_SD	cleanroom floor	environment_local_scale		environment_local_scale:local environmental or facility feature	121	Environment_Local_Scale_SD	false	legacy_compatibility_label	high	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	environment_values_in_sample_type|non_material_values_in_sample_type
Environment_Medium_SD	Oyster pond	environment_local_scale		environment_local_scale:local environmental or facility feature	86	Environment_Local_Scale_SD	true	manual_review	high	Environment_Medium_SD should contain physical environmental media only.	non_medium_values_in_environment_medium
Sample_Type_SD	cucumber	unresolved		unresolved:no deterministic semantic component	86	admin_review	false	classifier_uncertain	low	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	non_material_values_in_sample_type
Isolation_Source_SD	caeca content	sample_material		sample_material:physical specimen/material	80	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Sample_Type_SD	estuary	environment_local_scale		environment_local_scale:estuary	77	Environment_Local_Scale_SD	false	legacy_compatibility_label	high	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	environment_values_in_sample_type|non_material_values_in_sample_type
Sample_Type_SD	probiotic product	unresolved		unresolved:no deterministic semantic component	77	admin_review	false	classifier_uncertain	low	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	non_material_values_in_sample_type
Isolation_Source_SD	Broncho-alveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	72	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Sample_Type_SD	grain product	unresolved		unresolved:no deterministic semantic component	72	admin_review	false	classifier_uncertain	low	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	non_material_values_in_sample_type
Environment_Medium_SD_Broad	clinical fluid/material	sample_material		sample_material:clinical fluid or purulent material	65	Sample_Material_SD|Sample_Type_SD	true	manual_review	high	Environment_Medium_SD_Broad should contain broad environmental medium classes only.	non_medium_values_in_environment_medium_broad
Isolation_Source_SD	fermented milk/dairy product	sample_material	food_commodity	food_commodity:explicit food or commodity context|sample_material:physical specimen/material	64	Sample_Material_SD|Sample_Type_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Sample_Type_SD	unicyanobacterial culture	sample_processing		sample_processing:processing or molecular preparation	61	Sample_Processing_SD	false	additive_axis_enrichment	high	Processing/preparation semantics should be additively represented in Sample_Processing_SD.	processing_values_in_sample_type
Isolation_Site_SD	endosphere	environment_local_scale	host_context	environment_local_scale:endosphere/plant internal compartment|host_context:plant-associated	55	Environment_Local_Scale_SD|Host_Context_SD	true	manual_review	medium	Isolation_Site_SD should contain anatomical sites or plant parts only.	conflicting_anatomical_site_fields|non_site_values_in_isolation_site|remaining_non_site_values
Host_Health_State_SD	diseased/patient	health_state	host_context	health_state:host health state|host_context:host-associated context	50	Host_Context_SD	false	composite_requires_split	medium	Host_Health_State_SD should contain strict health states only; other axes should be additive derived fields.	composite_health_state_values|non_health_values_in_host_health_state
Sample_Type_SD	assembly	sample_processing		sample_processing:processing or molecular preparation	50	Sample_Processing_SD	false	additive_axis_enrichment	high	Processing/preparation semantics should be additively represented in Sample_Processing_SD.	processing_values_in_sample_type
Sample_Type_SD	screening culture	sample_processing		sample_processing:processing or molecular preparation	47	Sample_Processing_SD	false	additive_axis_enrichment	high	Processing/preparation semantics should be additively represented in Sample_Processing_SD.	processing_values_in_sample_type
Sample_Type_SD	rhizosphere	environment_local_scale	host_context	environment_local_scale:rhizosphere|host_context:plant-associated	46	Environment_Local_Scale_SD|Host_Context_SD	false	composite_requires_split	medium	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	environment_values_in_sample_type|non_material_values_in_sample_type
Isolation_Source_SD	coral mucus	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	44	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD_Broad	tissue	sample_material		sample_material:physical specimen/material	44	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Environment_Local_Scale_SD	mariculture biome	environment_broad_scale		environment_broad_scale:mariculture biome	43	Environment_Broad_Scale_SD	true	manual_review	high	Environment_Local_Scale_SD should contain local environmental or facility features only.	non_local_values_in_environment_local_scale
Isolation_Source_SD	ceacal content	sample_material		sample_material:physical specimen/material	43	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	tissue	sample_material		sample_material:physical specimen/material	43	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Sample_Type_SD	papaya	unresolved		unresolved:no deterministic semantic component	42	admin_review	false	classifier_uncertain	low	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	non_material_values_in_sample_type
Isolation_Source_SD	blood-derived material	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	36	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Sample_Type_SD	biological product	source_context		source_context:biological product/source context	36	Isolation_Source_SD	false	legacy_compatibility_label	medium	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	non_material_values_in_sample_type
Isolation_Source_SD	broncho-alveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	35	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Sample_Type_SD	cilantro	unresolved		unresolved:no deterministic semantic component	33	admin_review	false	classifier_uncertain	low	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	non_material_values_in_sample_type
Isolation_Source_SD	mucus	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	28	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Sample_Type_SD	food-contact surface	food_commodity	environment_local_scale	food_commodity:explicit food or commodity context|environment_local_scale:local environmental or facility feature	26	Isolation_Source_SD|Environment_Local_Scale_SD	false	composite_requires_split	medium	Environmental semantics in Sample_Type_SD should be decomposed into environment fields while preserving compatibility if needed.	environment_values_in_sample_type
Sample_Type_SD	plate culture	sample_processing		sample_processing:processing or molecular preparation	26	Sample_Processing_SD	false	additive_axis_enrichment	high	Processing/preparation semantics should be additively represented in Sample_Processing_SD.	processing_values_in_sample_type
Environment_Local_Scale_SD	agricultural feature	unresolved		unresolved:no deterministic semantic component	25	admin_review	false	classifier_uncertain	low	Environment_Local_Scale_SD should contain local environmental or facility features only.	non_local_values_in_environment_local_scale
Isolation_Source_SD	Nasopharygneal lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	24	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	22	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Sample_Type_SD	laboratory culture	sample_entity	sample_processing|sampling_context	sample_entity:culture entity|sample_processing:cultured|sampling_context:laboratory	22	Sample_Entity_SD|Sample_Processing_SD|Sampling_Context_SD	false	composite_requires_split	high	Processing/preparation semantics should be additively represented in Sample_Processing_SD.	processing_values_in_sample_type
Sample_Type_SD	liquid culture	sample_processing		sample_processing:processing or molecular preparation	19	Sample_Processing_SD	false	additive_axis_enrichment	high	Processing/preparation semantics should be additively represented in Sample_Processing_SD.	processing_values_in_sample_type
Isolation_Source_SD	Tracheal lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	15	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Sample_Type_SD	clone culture	sample_processing		sample_processing:processing or molecular preparation	14	Sample_Processing_SD	false	additive_axis_enrichment	high	Processing/preparation semantics should be additively represented in Sample_Processing_SD.	processing_values_in_sample_type
Isolation_Source_SD	body fluid	sample_material		sample_material:physical specimen/material	13	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	epidermal mucus of Anguilla anguilla fishes in Ebro delta	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	13	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	guttural pouch lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	13	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD_Broad	swab	sample_material	collection_device	sample_material:swab specimen|collection_device:swab	12	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Device_SD	false	composite_requires_split	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Sample_Type_SD	non-food-contact surface	environment_local_scale		environment_local_scale:non-food-contact surface	12	Environment_Local_Scale_SD	false	legacy_compatibility_label	high	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	environment_values_in_sample_type|non_material_values_in_sample_type
Isolation_Source_SD	Guttural pouch lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	11	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Bronchalveolar Lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	10	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD_Broad	cloacal sample	anatomical_site	sampling_context	sampling_context:sampling context|sampling_context:cloacal sample|anatomical_site:cloaca	9	Host_Anatomical_Site_SD|Isolation_Site_SD|Sampling_Context_SD	false	composite_requires_split	medium	Broad source category is a legacy umbrella or decomposition candidate; document before migration.	ambiguous_broad_source_categories
Isolation_Source_SD	Intrauterine purulent content	sample_material		sample_material:physical specimen/material	8	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Nasobronchial lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	8	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	sputum	sample_material		sample_material:physical specimen/material	8	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	broncoalveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	7	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	oropharyngeal/throat swab	sample_material	collection_device|anatomical_site	collection_device:collection device|anatomical_site:anatomical site or plant part|sample_material:swab specimen|collection_device:swab	7	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Device_SD|Host_Anatomical_Site_SD|Isolation_Site_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Environment_Medium_SD	land crag	environment_local_scale		environment_local_scale:land crag	6	Environment_Local_Scale_SD	true	manual_review	high	Environment_Medium_SD should contain physical environmental media only.	non_medium_values_in_environment_medium
Environment_Medium_SD	stormwater	unresolved		unresolved:no deterministic semantic component	6	admin_review	false	classifier_uncertain	low	Environment_Medium_SD should contain physical environmental media only.	non_medium_values_in_environment_medium
Isolation_Source_SD	Broncheoalveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	6	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	cocoon mucus of kanamycin treated earthworm	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	6	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD_Broad	animal tissue/site	sample_material	host_context	sample_material:physical specimen/material|host_context:host-associated context	6	Sample_Material_SD|Sample_Type_SD|Host_Context_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Bronco-Alveolar Lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	5	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	abomasum content	sample_material		sample_material:physical specimen/material	5	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	brochoalveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	5	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	cloacal content	sample_material		sample_material:physical specimen/material	5	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	cloacal swab	sample_material	collection_device	collection_device:collection device|sample_material:swab specimen|collection_device:swab	5	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Device_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	gastric lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	5	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	ruminal content	sample_material		sample_material:physical specimen/material	5	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	ceca contents	sample_material		sample_material:physical specimen/material	4	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	egg content	sample_material		sample_material:physical specimen/material	4	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	uterine content	sample_material		sample_material:physical specimen/material	4	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
