current_field	standardized_value	primary_semantic_class	secondary_semantic_classes	semantic_components	affected_assignments	additive_destinations	remove_from_current_field	action_class	confidence	rationale	source_flags
Isolation_Source_SD	fermented milk/dairy product	sample_material	food_commodity	food_commodity:food or commodity context|sample_material:physical specimen/material	64	Sample_Material_SD|Sample_Type_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Sample_Type_SD	unicyanobacterial culture	sample_processing		sample_processing:processing or molecular preparation	61	Sample_Processing_SD	false	additive_axis_enrichment	high	Processing/preparation semantics should be additively represented in Sample_Processing_SD.	processing_values_in_sample_type
Host_Health_State_SD	specific pathogen free	production_context		production_context:specific pathogen free	56	Host_Production_Context_SD	true	confirmed_high_confidence_fix	high	Host_Health_State_SD should contain strict health states only; other axes should be additive derived fields.	non_health_values_in_host_health_state
Host_Health_State_SD	diseased/patient	health_state	host_context	health_state:host health state|host_context:host-associated context	50	Host_Context_SD	false	composite_requires_split	medium	Host_Health_State_SD should contain strict health states only; other axes should be additive derived fields.	non_health_values_in_host_health_state
Sample_Type_SD	assembly	sample_processing		sample_processing:processing or molecular preparation	50	Sample_Processing_SD	false	additive_axis_enrichment	high	Processing/preparation semantics should be additively represented in Sample_Processing_SD.	processing_values_in_sample_type
Sample_Type_SD	prawn product	unresolved		unresolved:no deterministic semantic component	49	admin_review	false	classifier_uncertain	low	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	non_material_values_in_sample_type
Host_Health_State_SD	exacerbation	disease_stage		disease_stage:exacerbation	48	Host_Disease_Stage_SD	true	confirmed_high_confidence_fix	high	Host_Health_State_SD should contain strict health states only; other axes should be additive derived fields.	disease_stage_values_in_health_state|non_health_values_in_host_health_state
Sample_Type_SD	screening culture	sample_processing		sample_processing:processing or molecular preparation	47	Sample_Processing_SD	false	additive_axis_enrichment	high	Processing/preparation semantics should be additively represented in Sample_Processing_SD.	processing_values_in_sample_type
Sample_Type_SD	rhizosphere	anatomical_site		anatomical_site:anatomical site or plant part	46	Host_Anatomical_Site_SD|Isolation_Site_SD	false	legacy_compatibility_label	high	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	non_material_values_in_sample_type
Isolation_Source_SD	coral mucus	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	44	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD_Broad	tissue	sample_material		sample_material:physical specimen/material	44	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	ceacal content	sample_material		sample_material:physical specimen/material	43	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	tissue	sample_material		sample_material:physical specimen/material	43	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Sample_Type_SD	papaya	unresolved		unresolved:no deterministic semantic component	42	admin_review	false	classifier_uncertain	low	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	non_material_values_in_sample_type
Host_Health_State_SD	alive	vital_status		vital_status:alive	40	Host_Vital_Status_SD	true	confirmed_high_confidence_fix	high	Host_Health_State_SD should contain strict health states only; other axes should be additive derived fields.	non_health_values_in_host_health_state|vital_status_values_in_health_state
Isolation_Source_SD	blood-derived material	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	36	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Sample_Type_SD	biological product	unresolved		unresolved:no deterministic semantic component	36	admin_review	false	classifier_uncertain	low	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	non_material_values_in_sample_type
Isolation_Source_SD	broncho-alveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	35	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Sample_Type_SD	cilantro	unresolved		unresolved:no deterministic semantic component	33	admin_review	false	classifier_uncertain	low	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	non_material_values_in_sample_type
Isolation_Source_SD	mucus	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	28	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Sample_Type_SD	food-contact surface	food_commodity	environment_local_scale	food_commodity:food or commodity context|environment_local_scale:local environmental or facility feature	26	Isolation_Source_SD|Environment_Local_Scale_SD	false	composite_requires_split	medium	Environmental semantics in Sample_Type_SD should be decomposed into environment fields while preserving compatibility if needed.	environment_values_in_sample_type
Sample_Type_SD	plate culture	sample_processing		sample_processing:processing or molecular preparation	26	Sample_Processing_SD	false	additive_axis_enrichment	high	Processing/preparation semantics should be additively represented in Sample_Processing_SD.	processing_values_in_sample_type
Isolation_Source_SD	Nasopharygneal lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	24	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	22	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Sample_Type_SD	laboratory culture	sample_processing	environment_local_scale	sample_processing:processing or molecular preparation|environment_local_scale:local environmental or facility feature	22	Sample_Processing_SD|Environment_Local_Scale_SD	false	composite_requires_split	medium	Environmental semantics in Sample_Type_SD should be decomposed into environment fields while preserving compatibility if needed.	environment_values_in_sample_type|processing_values_in_sample_type
Sample_Type_SD	liquid culture	sample_processing		sample_processing:processing or molecular preparation	19	Sample_Processing_SD	false	additive_axis_enrichment	high	Processing/preparation semantics should be additively represented in Sample_Processing_SD.	processing_values_in_sample_type
Host_Health_State_SD	colonized	colonization_status		colonization_status:colonized	18	Host_Colonization_Status_SD	true	confirmed_high_confidence_fix	high	Host_Health_State_SD should contain strict health states only; other axes should be additive derived fields.	colonization_values_in_health_state|non_health_values_in_host_health_state
Isolation_Source_SD	Tracheal lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	15	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Sample_Type_SD	clone culture	sample_processing		sample_processing:processing or molecular preparation	14	Sample_Processing_SD	false	additive_axis_enrichment	high	Processing/preparation semantics should be additively represented in Sample_Processing_SD.	processing_values_in_sample_type
Isolation_Source_SD	body fluid	sample_material		sample_material:physical specimen/material	13	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	epidermal mucus of Anguilla anguilla fishes in Ebro delta	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	13	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	guttural pouch lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	13	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD_Broad	swab	sample_material	collection_device	sample_material:swab specimen|collection_device:swab	12	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Device_SD	false	composite_requires_split	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Sample_Type_SD	non-food-contact surface	food_commodity	environment_local_scale	food_commodity:food or commodity context|environment_local_scale:local environmental or facility feature	12	Isolation_Source_SD|Environment_Local_Scale_SD	false	composite_requires_split	medium	Environmental semantics in Sample_Type_SD should be decomposed into environment fields while preserving compatibility if needed.	environment_values_in_sample_type
Isolation_Source_SD	Guttural pouch lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	11	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Bronchalveolar Lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	10	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD_Broad	cloacal sample	anatomical_site	sampling_context	sampling_context:sampling context|sampling_context:cloacal sample|anatomical_site:cloaca	9	Host_Anatomical_Site_SD|Isolation_Site_SD|Sampling_Context_SD	false	composite_requires_split	medium	Broad source category is a legacy umbrella or decomposition candidate; document before migration.	ambiguous_broad_source_categories
Isolation_Source_SD	Intrauterine purulent content	sample_material		sample_material:physical specimen/material	8	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Nasobronchial lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	8	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	sputum	sample_material		sample_material:physical specimen/material	8	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	broncoalveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	7	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	oropharyngeal/throat swab	sample_material	collection_device|anatomical_site	collection_device:collection device|anatomical_site:anatomical site or plant part|sample_material:swab specimen|collection_device:swab	7	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Device_SD|Host_Anatomical_Site_SD|Isolation_Site_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Broncheoalveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	6	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	cocoon mucus of kanamycin treated earthworm	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	6	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD_Broad	animal tissue/site	sample_material	host_context	sample_material:physical specimen/material|host_context:host-associated context	6	Sample_Material_SD|Sample_Type_SD|Host_Context_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Bronco-Alveolar Lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	5	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	abomasum content	sample_material		sample_material:physical specimen/material	5	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	brochoalveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	5	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	cloacal content	sample_material		sample_material:physical specimen/material	5	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	cloacal swab	sample_material	collection_device	collection_device:collection device|sample_material:swab specimen|collection_device:swab	5	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Device_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	gastric lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	5	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	ruminal content	sample_material		sample_material:physical specimen/material	5	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	ceca contents	sample_material		sample_material:physical specimen/material	4	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	egg content	sample_material	food_commodity	food_commodity:food or commodity context|sample_material:physical specimen/material	4	Sample_Material_SD|Sample_Type_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	uterine content	sample_material		sample_material:physical specimen/material	4	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Broncho-Alveolar Lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	3	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	DNA extract	sample_material	sample_processing	sample_material:molecular extract|sample_processing:DNA extraction	3	Sample_Material_SD|Sample_Type_SD|Sample_Processing_SD	false	composite_requires_split	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Gastric lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	3	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	3	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Mucus collected from the Florida false coral (Ricordea florida)	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	3	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	bronchioalveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	3	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	purulent material	sample_material	anatomical_material	sample_material:pus/purulent material|anatomical_material:host anatomical material	3	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD_Broad	molecular extract	sample_material	sample_processing	sample_material:molecular extract|sample_processing:molecular extraction	3	Sample_Material_SD|Sample_Type_SD|Sample_Processing_SD	false	composite_requires_split	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Sample_Type_SD	feed/fodder	unresolved		unresolved:no deterministic semantic component	3	admin_review	false	classifier_uncertain	low	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	non_material_values_in_sample_type
Isolation_Site_SD	catheter	source_context	collection_device	collection_device:catheter|source_context:medical device	2	Isolation_Source_SD|Sample_Collection_Device_SD	true	confirmed_high_confidence_fix	high	Isolation_Site_SD should contain anatomical sites or plant parts only.	conflicting_anatomical_site_fields|non_site_values_in_isolation_site
Isolation_Source_SD	Broncho alveolaire lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	2	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Broncho alveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	2	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Catether (Blood)	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	2	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Lizards faeces	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	2	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Post-lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	2	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Tracheobronchial lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	2	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Yellow mucus	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	2	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	appendix content	sample_material		sample_material:physical specimen/material	2	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	baby faeces	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	2	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	bat, faeces	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	2	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	biogas reactor content	sample_material		sample_material:physical specimen/material	2	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	biopsy	sample_material	collection_method	sample_material:biopsy/tissue|collection_method:biopsy	2	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	broncho alveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	2	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	cerebrospinal	sample_material		sample_material:physical specimen/material	2	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	gastric content	sample_material		sample_material:physical specimen/material	2	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	ileal contents	sample_material		sample_material:physical specimen/material	2	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	kite (cloacal swab)	sample_material	collection_device	collection_device:collection device|sample_material:swab specimen|collection_device:swab	2	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Device_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	pancreatic cyst contents	sample_material		sample_material:physical specimen/material	2	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	uterine contents	sample_material		sample_material:physical specimen/material	2	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD_Broad	medical device	unresolved		unresolved:no deterministic semantic component	2	admin_review	false	classifier_uncertain	low	Broad source category is a legacy umbrella or decomposition candidate; document before migration.	ambiguous_broad_source_categories
Isolation_Source_SD_Broad	sample	metadata_descriptor		metadata_descriptor:generic descriptor	2	suppress/provenance only	false	legacy_compatibility_label	high	Broad source category is a legacy umbrella or decomposition candidate; document before migration.	ambiguous_broad_source_categories
Isolation_Source_SD_Broad	upper respiratory tract	anatomical_site		anatomical_site:anatomical site or plant part	2	Host_Anatomical_Site_SD|Isolation_Site_SD	false	legacy_compatibility_label	high	Broad source category is a legacy umbrella or decomposition candidate; document before migration.	ambiguous_broad_source_categories
Host_Health_State_SD	convalescent	disease_stage		disease_stage:convalescent	1	Host_Disease_Stage_SD	true	confirmed_high_confidence_fix	high	Host_Health_State_SD should contain strict health states only; other axes should be additive derived fields.	disease_stage_values_in_health_state|non_health_values_in_host_health_state
Isolation_Source_SD	Abdominal (drain aspirate)	sample_material	collection_method|environment_local_scale	collection_method:collection method|sample_material:physical specimen/material|environment_local_scale:local environmental or facility feature	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD|Environment_Local_Scale_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Abdominal contents	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Abomasum content	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Alveolar lavage specimen	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Brochoalveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Bronchialveolar Lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Bronchioaleveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Bronchioalveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Bronchoalve. Lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
